,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,g_ID,Gene.name
78,1.72E+02,6.114379,2.1387759,2.858822,4.25E-03,2.31E-02,ENSG00000018625,ATP1A2
3061,2.70E+03,6.058858,1.922982,3.150762,1.63E-03,1.08E-02,ENSG00000196296,ATP2A1
963,6.13E+02,6.029076,1.04297,5.78068,7.44E-09,2.72E-07,ENSG00000117479,SLC19A2
2856,3.17E+01,6.0181527,1.9678375,3.058257,2.23E-03,1.39E-02,ENSG00000183691,NOG
3042,1.73E+02,6.0105842,2.3077858,2.604481,9.20E-03,4.17E-02,ENSG00000188931,CFAP126
83,7.70E+02,5.9918923,2.0870439,2.870995,4.09E-03,2.24E-02,ENSG00000022267,FHL1
3057,1.48E+01,5.9606529,1.9581394,3.044039,2.33E-03,1.44E-02,ENSG00000196132,MYT1
13,1.39E+01,5.958884,2.0534948,2.901826,3.71E-03,2.08E-02,ENSG00000004848,ARX
3445,5.42E+01,5.9004888,1.0816588,5.455037,4.90E-08,1.49E-06,ENSG00000231852,CYP21A2
3324,2.01E+01,5.859805,1.9542138,2.998549,2.71E-03,1.62E-02,ENSG00000205702,CYP2D7
1524,6.88E+00,5.846438,2.2338458,2.617207,8.87E-03,4.06E-02,ENSG00000138356,AOX1
3416,1.67E+03,5.8335586,0.4061437,14.363287,8.80E-47,5.75E-44,ENSG00000223501,VPS52
2913,3.96E+02,5.8249027,0.5604028,10.394136,2.64E-25,6.95E-23,ENSG00000185115,NSMCE3
2961,1.82E+01,5.7469727,2.1882973,2.62623,8.63E-03,3.98E-02,ENSG00000186431,FCAR
3251,8.02E+02,5.6919534,0.3622166,15.714225,1.21E-55,9.59E-53,ENSG00000204267,TAP2
683,2.43E+01,5.6148556,2.2087624,2.542082,1.10E-02,4.77E-02,ENSG00000106006,HOXA6
2836,6.60E+02,5.6018622,2.1956773,2.551314,1.07E-02,4.68E-02,ENSG00000183091,NEB
2907,9.06E+02,5.5907952,0.3388436,16.499632,3.69E-61,3.18E-58,ENSG00000184983,NDUFA6
2352,2.63E+03,5.5869356,0.4234328,13.194386,9.45E-40,4.83E-37,ENSG00000167608,TMC4
3547,1.37E+02,5.5612766,0.8176054,6.801908,1.03E-11,6.14E-10,ENSG00000256453,DND1
2516,1.59E+04,5.5575634,0.3536915,15.713023,1.23E-55,9.59E-53,ENSG00000171863,RPS7
2026,3.69E+01,5.5145063,1.3056419,4.223598,2.40E-05,3.43E-04,ENSG00000158825,CDA
3417,6.26E+01,5.4543732,1.2478835,4.370899,1.24E-05,1.95E-04,ENSG00000223865,HLA-DPB1
2137,1.64E+01,5.4511131,1.9893455,2.740154,6.14E-03,3.07E-02,ENSG00000162892,IL24
1197,2.26E+01,5.4475522,1.7340603,3.141501,1.68E-03,1.11E-02,ENSG00000127831,VIL1
1254,2.33E+01,5.3668423,1.911648,2.807443,4.99E-03,2.61E-02,ENSG00000130383,FUT5
3410,6.21E+01,5.3604984,0.9187855,5.834331,5.40E-09,2.06E-07,ENSG00000221933,OR2A25
3438,6.35E+01,5.3601609,1.4875473,3.603355,3.14E-04,2.92E-03,ENSG00000228727,SAPCD1
2653,8.14E+01,5.3521958,1.5413308,3.472451,5.16E-04,4.33E-03,ENSG00000176165,FOXG1
3483,1.62E+01,5.3227835,2.0060527,2.653362,7.97E-03,3.75E-02,ENSG00000242574,HLA-DMB
3444,2.84E+02,5.3147101,1.7789094,2.987623,2.81E-03,1.66E-02,ENSG00000231389,HLA-DPA1
1378,2.66E+01,5.2948979,1.5019294,3.525397,4.23E-04,3.69E-03,ENSG00000134201,GSTM5
2215,7.41E+02,5.2716272,0.3782228,13.937889,3.73E-44,2.26E-41,ENSG00000164597,COG5
522,4.44E+02,5.2540796,1.7218985,3.05133,2.28E-03,1.42E-02,ENSG00000101210,EEF1A2
3437,9.14E+01,5.2438877,0.9659513,5.428729,5.68E-08,1.70E-06,ENSG00000228696,ARL17B
3186,5.40E+03,5.2060317,0.8433351,6.173147,6.69E-10,2.97E-08,ENSG00000198563,DDX39B
12,3.31E+01,5.1932276,1.7214332,3.016805,2.55E-03,1.55E-02,ENSG00000004776,HSPB6
2446,2.46E+01,5.1881005,1.4388747,3.605665,3.11E-04,2.90E-03,ENSG00000169902,TPST1
1160,1.40E+03,5.1846362,0.2488707,20.832647,2.19E-96,5.11E-93,ENSG00000126267,COX6B1
2490,6.29E+01,5.1752679,1.0949296,4.726576,2.28E-06,4.52E-05,ENSG00000170989,S1PR1
3248,1.58E+02,5.1595225,0.6309905,8.176863,2.91E-16,2.92E-14,ENSG00000204257,HLA-DMA
2481,4.49E+01,5.1511154,1.779066,2.895404,3.79E-03,2.11E-02,ENSG00000170807,LMOD2
3290,2.48E+03,5.1323085,0.2926718,17.536056,7.60E-69,7.77E-66,ENSG00000204574,ABCF1
3271,1.23E+03,5.1266303,0.432082,11.864948,1.80E-32,7.18E-30,ENSG00000204427,ABHD16A
3539,1.96E+02,5.1174633,0.9565051,5.350168,8.79E-08,2.51E-06,ENSG00000255152,MSH5-SAPCD1
2403,3.71E+01,5.1133416,1.5531869,3.292161,9.94E-04,7.39E-03,ENSG00000168509,HJV
3442,5.78E+01,5.0288198,0.9093189,5.530315,3.20E-08,1.03E-06,ENSG00000230453,ANKRD18B
1342,3.82E+01,4.9989579,1.2502325,3.998423,6.38E-05,7.76E-04,ENSG00000132958,TPTE2
1827,1.33E+02,4.9064734,1.2140776,4.041318,5.32E-05,6.72E-04,ENSG00000148677,ANKRD1
1857,2.42E+01,4.8814519,1.3345856,3.657654,2.55E-04,2.47E-03,ENSG00000149968,MMP3
2102,1.61E+04,4.8425979,0.3263345,14.839369,8.15E-50,5.55E-47,ENSG00000161970,RPL26
3302,1.07E+03,4.8362873,0.958398,5.04622,4.51E-07,1.08E-05,ENSG00000204655,MOG
1946,1.52E+01,4.8267707,1.5441807,3.125781,1.77E-03,1.16E-02,ENSG00000154646,TMPRSS15
1904,1.67E+02,4.8200631,0.8936558,5.393646,6.90E-08,2.01E-06,ENSG00000152253,SPC25
3263,2.29E+03,4.8183875,0.280819,17.15834,5.44E-66,5.24E-63,ENSG00000204371,EHMT2
3470,5.61E+01,4.8097987,1.1135779,4.31923,1.57E-05,2.37E-04,ENSG00000239511,POM121L7P
2523,4.45E+01,4.7905563,1.1554827,4.145935,3.38E-05,4.56E-04,ENSG00000172014,ANKRD20A4
3320,1.76E+02,4.7837814,0.6283933,7.612718,2.68E-14,2.23E-12,ENSG00000205572,SERF1B
453,1.26E+03,4.7692838,1.0049609,4.745741,2.08E-06,4.18E-05,ENSG00000099956,SMARCB1
1114,1.80E+04,4.7564824,0.3939093,12.075069,1.43E-33,6.15E-31,ENSG00000124614,RPS10
1740,7.37E+01,4.7551787,1.0101278,4.707502,2.51E-06,4.89E-05,ENSG00000145113,MUC4
329,1.00E+04,4.7519651,0.1918739,24.766082,2.08E-135,1.70E-131,ENSG00000084207,GSTP1
2138,6.32E+03,4.7448198,1.8167731,2.611674,9.01E-03,4.11E-02,ENSG00000162896,PIGR
2928,2.19E+02,4.7447267,0.566471,8.375939,5.48E-17,6.05E-15,ENSG00000185522,LMNTD2
1501,2.37E+02,4.7272765,0.8373885,5.645261,1.65E-08,5.59E-07,ENSG00000137462,TLR2
2476,5.77E+01,4.679614,1.4267369,3.279942,1.04E-03,7.64E-03,ENSG00000170571,EMB
1862,5.11E+01,4.6715007,0.9502629,4.916009,8.83E-07,1.97E-05,ENSG00000150625,GPM6A
1485,1.64E+01,4.6228583,1.4409211,3.208266,1.34E-03,9.29E-03,ENSG00000136960,ENPP2
