baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ensembl_gene_id,gene_symbol,chr,DE_comparison
69.61,1.31,0.56,2.33,0.01965,,ENSG00000261832,AC138894.1,16,Amet_Apri
38.17,2.26,0.72,3.14,0.00172,,ENSG00000262481,TMEM256-PLSCR3,17,Amet_Apri
572,-1.14,0.38,-3,0.00267,0.04162,ENSG00000262664,OVCA2,17,Amet_Apri
2021.3,-1.22,0.41,-3.01,0.00265,0.04152,ENSG00000264343,NOTCH2NL,1,Amet_Apri
269.63,10.89,3.53,3.09,0.00202,0.03606,ENSG00000264424,MYH4,17,Amet_Apri
358.88,1.43,0.53,2.7,0.00704,0.06878,ENSG00000264668,AC138696.1,8,Amet_Apri
1543.54,1.75,0.41,4.25,2e-05,0.003,ENSG00000265972,TXNIP,1,Amet_Apri
1537.95,-1.09,0.41,-2.64,0.00823,0.07359,ENSG00000267795,SMIM22,16,Amet_Apri
7.23,5.66,2.77,2.04,0.04086,,ENSG00000268173,AC007192.1,19,Amet_Apri
7.5,5.73,2.71,2.11,0.03487,,ENSG00000268883,PNMA6B,X,Amet_Apri
13.29,4.02,1.51,2.67,0.00759,,ENSG00000269335,IKBKG,X,Amet_Apri
101.62,1.1,0.54,2.04,0.04168,,ENSG00000272391,POM121C,7,Amet_Apri
353.53,1.48,0.55,2.68,0.00729,0.06975,ENSG00000272410,AC022384.1,3,Amet_Apri
35.37,1.75,0.72,2.43,0.01523,,ENSG00000272869,AC008575.2,5,Amet_Apri
5.54,5.29,2.29,2.31,0.02079,,ENSG00000273167,AL359736.1,13,Amet_Apri
604.61,-1.03,0.29,-3.58,0.00034,0.01418,ENSG00000274276,CBSL,21,Amet_Apri
219.74,1.06,0.37,2.87,0.00412,0.05251,ENSG00000275013,PRAME,CHR_HSCHR22_1_CTG3,Amet_Apri
346.31,1.65,0.64,2.59,0.00964,0.07896,ENSG00000275740,AC091959.3,5,Amet_Apri
25.62,1.65,0.83,1.99,0.04645,,ENSG00000278500,AC009336.2,2,Amet_Apri
5.28,5.22,2.43,2.15,0.03194,,ENSG00000281593,AC006978.2,7,Amet_Apri
12.62,-6.49,2.48,-2.62,0.00871,,ENSG00000283496,AL360181.5,10,Amet_Apri
77.42,1.12,0.5,2.25,0.02464,,ENSG00000283597,FAM169B,15,Amet_Apri
25.52,7.24,1.99,3.64,0.00027,0.00481,ENSG00000000005,TNMD,X,Bmet_Bpri
43.63,-1.93,0.73,-2.66,0.00793,0.06234,ENSG00000004139,SARM1,17,Bmet_Bpri
105.51,3,0.49,6.1,0,0,ENSG00000004776,HSPB6,19,Bmet_Bpri
87.32,1.2,0.52,2.29,0.02223,0.1245,ENSG00000005243,COPZ2,17,Bmet_Bpri
46.33,1.88,0.65,2.87,0.0041,0.03963,ENSG00000005471,ABCB4,7,Bmet_Bpri
344.62,2.13,0.38,5.69,0,0,ENSG00000006016,CRLF1,19,Bmet_Bpri
125.99,1.06,0.44,2.43,0.015,0.09577,ENSG00000006534,ALDH3B1,11,Bmet_Bpri
344.92,-1.47,0.28,-5.17,0,1e-05,ENSG00000006747,SCIN,7,Bmet_Bpri
553.73,9.18,1.61,5.7,0,0,ENSG00000006788,MYH13,17,Bmet_Bpri
26.11,5.7,1.22,4.67,0,0.00012,ENSG00000007314,SCN4A,17,Bmet_Bpri
69.88,-1.32,0.62,-2.11,0.03462,0.16589,ENSG00000007516,BAIAP3,16,Bmet_Bpri
35.93,4.37,1.14,3.81,0.00014,0.00275,ENSG00000008056,SYN1,X,Bmet_Bpri
686.36,1.49,0.24,6.14,0,0,ENSG00000008517,IL32,16,Bmet_Bpri
185.9,3.19,0.54,5.87,0,0,ENSG00000009709,PAX7,1,Bmet_Bpri
13.92,7.79,1.87,4.16,3e-05,,ENSG00000010282,HHATL,3,Bmet_Bpri
80.04,1.66,0.56,2.97,0.00296,0.03092,ENSG00000010295,IFFO1,12,Bmet_Bpri
60.51,1.39,0.57,2.44,0.01472,0.09467,ENSG00000010361,FUZ,19,Bmet_Bpri
1132.44,1.88,0.33,5.76,0,0,ENSG00000011028,MRC2,17,Bmet_Bpri
179.83,-1.03,0.35,-2.98,0.00289,0.03041,ENSG00000011677,GABRA3,X,Bmet_Bpri
2382.13,-1.42,0.2,-7.08,0,0,ENSG00000012223,LTF,3,Bmet_Bpri
10.02,7.32,2.54,2.89,0.00389,,ENSG00000016082,ISL1,5,Bmet_Bpri
332.94,-1.84,0.29,-6.42,0,0,ENSG00000016602,CLCA4,1,Bmet_Bpri
622.32,5.04,0.38,13.18,0,0,ENSG00000018625,ATP1A2,1,Bmet_Bpri
3271.49,4.78,0.25,18.8,0,0,ENSG00000022267,FHL1,X,Bmet_Bpri
463.51,1,0.34,2.97,0.00298,0.03111,ENSG00000024422,EHD2,19,Bmet_Bpri
1087.28,1.01,0.21,4.83,0,6e-05,ENSG00000025708,TYMP,22,Bmet_Bpri
10174.11,1.4,0.24,5.95,0,0,ENSG00000026025,VIM,10,Bmet_Bpri
94.45,5.64,2.14,2.64,0.00839,0.06487,ENSG00000029534,ANK1,8,Bmet_Bpri
665.96,1.11,0.23,4.78,0,7e-05,ENSG00000032219,ARID4A,14,Bmet_Bpri
2228.38,-1.35,0.25,-5.35,0,1e-05,ENSG00000035403,VCL,10,Bmet_Bpri
50.75,1.39,0.65,2.13,0.03295,0.16044,ENSG00000036448,MYOM2,8,Bmet_Bpri
190.97,1.17,0.41,2.86,0.00421,0.04003,ENSG00000038427,VCAN,5,Bmet_Bpri
1006.73,1.68,0.3,5.66,0,0,ENSG00000041982,TNC,9,Bmet_Bpri
380.49,1.39,0.28,4.96,0,3e-05,ENSG00000041988,THAP3,1,Bmet_Bpri
487.21,1.31,0.32,4.06,5e-05,0.00122,ENSG00000044115,CTNNA1,5,Bmet_Bpri
4052.4,-1.87,0.3,-6.22,0,0,ENSG00000048828,FAM120A,9,Bmet_Bpri
1998.37,2.26,0.28,8.18,0,0,ENSG00000049540,ELN,7,Bmet_Bpri
640.33,-1.02,0.23,-4.48,1e-05,0.00025,ENSG00000050130,JKAMP,14,Bmet_Bpri
396.55,-1.9,0.28,-6.77,0,0,ENSG00000050555,LAMC3,9,Bmet_Bpri
2155.54,1.06,0.21,5.07,0,2e-05,ENSG00000054179,ENTPD2,9,Bmet_Bpri
79.24,2.73,0.93,2.92,0.00351,0.03547,ENSG00000054356,PTPRN,2,Bmet_Bpri
178.18,2.98,0.39,7.68,0,0,ENSG00000058404,CAMK2B,7,Bmet_Bpri
2316.52,1.07,0.26,4.18,3e-05,0.00078,ENSG00000058668,ATP2B4,1,Bmet_Bpri
320.47,1.58,0.33,4.82,0,6e-05,ENSG00000060718,COL11A1,1,Bmet_Bpri
167.86,-2.74,0.37,-7.31,0,0,ENSG00000060982,BCAT1,12,Bmet_Bpri
574.87,-1.13,0.3,-3.71,0.00021,0.00388,ENSG00000061918,GUCY1B3,4,Bmet_Bpri
70.11,1.59,0.64,2.48,0.01323,0.08858,ENSG00000063587,ZNF275,X,Bmet_Bpri
194.84,1.09,0.34,3.25,0.00116,0.01525,ENSG00000064195,DLX3,17,Bmet_Bpri
156.25,1.32,0.4,3.3,0.00096,0.01319,ENSG00000064205,WISP2,20,Bmet_Bpri
757.38,-1.38,0.33,-4.13,4e-05,0.00093,ENSG00000064419,TNPO3,7,Bmet_Bpri
405.71,-1.12,0.27,-4.2,3e-05,0.00072,ENSG00000064651,SLC12A2,5,Bmet_Bpri
411.45,1.14,0.27,4.23,2e-05,0.00065,ENSG00000064787,BCAS1,20,Bmet_Bpri
503.57,-2.29,0.43,-5.36,0,1e-05,ENSG00000065320,NTN1,17,Bmet_Bpri
17.51,4.37,1.3,3.36,0.00077,0.01106,ENSG00000065675,PRKCQ,10,Bmet_Bpri
195.94,1.07,0.41,2.62,0.00885,0.06718,ENSG00000067113,PLPP1,5,Bmet_Bpri
4342.32,-1.02,0.2,-5.01,0,3e-05,ENSG00000067167,TRAM1,8,Bmet_Bpri
411.46,1.61,0.38,4.22,2e-05,0.00069,ENSG00000067191,CACNB1,17,Bmet_Bpri
31.24,-2.44,0.85,-2.88,0.00394,0.0384,ENSG00000067606,PRKCZ,1,Bmet_Bpri
119.36,1.31,0.52,2.51,0.01209,0.08292,ENSG00000067715,SYT1,12,Bmet_Bpri
152.74,1.25,0.46,2.71,0.00664,0.05528,ENSG00000067798,NAV3,12,Bmet_Bpri
92.68,1.38,0.52,2.64,0.00823,0.0641,ENSG00000068615,REEP1,2,Bmet_Bpri
2084.5,-1.51,0.26,-5.86,0,0,ENSG00000068878,PSME4,2,Bmet_Bpri
2011.14,6.08,0.27,22.84,0,0,ENSG00000068976,PYGM,11,Bmet_Bpri
48.64,2.97,0.68,4.39,1e-05,0.00035,ENSG00000070808,CAMK2A,5,Bmet_Bpri
306.59,1.5,0.32,4.66,0,0.00012,ENSG00000071242,RPS6KA2,6,Bmet_Bpri
2518.72,-1.13,0.19,-6,0,0,ENSG00000072274,TFRC,3,Bmet_Bpri
149.93,1.78,0.43,4.16,3e-05,0.00084,ENSG00000072832,CRMP1,4,Bmet_Bpri
26.8,3.79,0.99,3.82,0.00014,0.00273,ENSG00000073282,TP63,3,Bmet_Bpri
605.16,1.53,0.32,4.83,0,6e-05,ENSG00000074416,MGLL,3,Bmet_Bpri
1481.94,1.26,0.25,5,0,3e-05,ENSG00000074964,ARHGEF10L,1,Bmet_Bpri
276.26,1.43,0.34,4.22,2e-05,0.00069,ENSG00000075461,CACNG4,17,Bmet_Bpri
274.66,-1.49,0.34,-4.35,1e-05,0.00042,ENSG00000077274,CAPN6,X,Bmet_Bpri
1478.74,7,0.3,23.12,0,0,ENSG00000077522,ACTN2,1,Bmet_Bpri
207.36,1.22,0.42,2.92,0.00351,0.03549,ENSG00000078098,FAP,2,Bmet_Bpri
107.29,1.08,0.46,2.37,0.01765,0.10675,ENSG00000078295,ADCY2,5,Bmet_Bpri
168.96,8.96,1.11,8.09,0,0,ENSG00000078328,RBFOX1,16,Bmet_Bpri
538.14,1.09,0.3,3.68,0.00023,0.00425,ENSG00000078687,TNRC6C,17,Bmet_Bpri
619.63,1.03,0.28,3.69,0.00022,0.00407,ENSG00000078804,TP53INP2,20,Bmet_Bpri
64.27,1.67,0.61,2.73,0.00633,0.05376,ENSG00000079102,RUNX1T1,8,Bmet_Bpri
336.81,1.24,0.31,3.97,7e-05,0.00168,ENSG00000080200,CRYBG3,3,Bmet_Bpri
17.38,3.04,1.09,2.8,0.00517,0.04665,ENSG00000080293,SCTR,2,Bmet_Bpri
772.86,2.33,0.3,7.82,0,0,ENSG00000081189,MEF2C,5,Bmet_Bpri
322.74,7.72,0.58,13.26,0,0,ENSG00000081248,CACNA1S,1,Bmet_Bpri
369.75,-1.08,0.27,-3.99,7e-05,0.00154,ENSG00000083457,ITGAE,17,Bmet_Bpri
202.7,7.9,0.73,10.8,0,0,ENSG00000086967,MYBPC2,19,Bmet_Bpri
95.87,1.63,0.47,3.44,0.00058,0.00882,ENSG00000086991,NOX4,11,Bmet_Bpri
69.23,1.82,0.68,2.67,0.00767,0.06138,ENSG00000087085,ACHE,7,Bmet_Bpri
92.04,10.52,3.06,3.44,0.00058,0.00882,ENSG00000087250,MT3,16,Bmet_Bpri
98.72,2.04,0.64,3.18,0.00148,0.01851,ENSG00000087258,GNAO1,16,Bmet_Bpri
110.72,2.32,0.47,4.91,0,4e-05,ENSG00000087303,NID2,14,Bmet_Bpri
82.94,-2.45,0.5,-4.93,0,4e-05,ENSG00000088320,REM1,20,Bmet_Bpri
1404.27,-1.2,0.23,-5.27,0,1e-05,ENSG00000088930,XRN2,20,Bmet_Bpri
110.97,1.38,0.5,2.75,0.00589,0.05117,ENSG00000089847,ANKRD24,19,Bmet_Bpri
378.13,1.08,0.33,3.32,0.00092,0.01267,ENSG00000090006,LTBP4,19,Bmet_Bpri
406.52,-1.57,0.31,-5,0,3e-05,ENSG00000091513,TF,3,Bmet_Bpri
12.08,3.78,1.59,2.38,0.01717,,ENSG00000092051,JPH4,14,Bmet_Bpri
1327.23,11.01,1.5,7.34,0,0,ENSG00000092054,MYH7,14,Bmet_Bpri
317.77,-1.43,0.33,-4.39,1e-05,0.00036,ENSG00000092203,TOX4,14,Bmet_Bpri
154.07,1.02,0.43,2.35,0.01898,0.11217,ENSG00000092421,SEMA6A,5,Bmet_Bpri
516.31,1.28,0.34,3.79,0.00015,0.00294,ENSG00000092529,CAPN3,15,Bmet_Bpri
220.65,1.54,0.35,4.43,1e-05,3e-04,ENSG00000092607,TBX15,1,Bmet_Bpri
365.23,1.07,0.27,3.95,8e-05,0.00177,ENSG00000092853,CLSPN,1,Bmet_Bpri
819.8,-1.15,0.25,-4.56,1e-05,0.00018,ENSG00000094963,FMO2,1,Bmet_Bpri
85.65,1.29,0.56,2.31,0.02095,0.11949,ENSG00000095370,SH2D3C,9,Bmet_Bpri
1899.33,1.01,0.2,5.07,0,2e-05,ENSG00000099860,GADD45B,19,Bmet_Bpri
467.69,1.57,0.35,4.47,1e-05,0.00026,ENSG00000099866,MADCAM1,19,Bmet_Bpri
162.18,1.44,0.37,3.87,0.00011,0.00228,ENSG00000099994,SUSD2,22,Bmet_Bpri
111.23,1.03,0.48,2.17,0.03021,0.15192,ENSG00000100060,MFNG,22,Bmet_Bpri
1391.98,1.66,0.27,6.24,0,0,ENSG00000100234,TIMP3,22,Bmet_Bpri
74.76,1.35,0.55,2.44,0.01464,0.09437,ENSG00000100276,RASL10A,22,Bmet_Bpri
4.61,-6.32,2.54,-2.49,0.01274,,ENSG00000100346,CACNA1I,22,Bmet_Bpri
718.4,10.05,0.81,12.48,0,0,ENSG00000100362,PVALB,22,Bmet_Bpri
42.97,-1.52,0.69,-2.21,0.02733,0.14301,ENSG00000100368,CSF2RB,22,Bmet_Bpri
149.9,-1.88,0.5,-3.76,0.00017,0.00322,ENSG00000100473,COCH,14,Bmet_Bpri
240.52,1.14,0.36,3.21,0.00133,0.01692,ENSG00000100504,PYGL,14,Bmet_Bpri
110.84,6.34,0.72,8.8,0,0,ENSG00000100628,ASB2,14,Bmet_Bpri
18.94,3.76,1.15,3.28,0.00105,0.01405,ENSG00000100678,SLC8A3,14,Bmet_Bpri
343.76,-1.29,0.28,-4.61,0,0.00015,ENSG00000100744,GSKIP,14,Bmet_Bpri
26.73,2.3,0.99,2.31,0.02067,0.11853,ENSG00000101162,TUBB1,20,Bmet_Bpri
1789.46,4.48,0.33,13.77,0,0,ENSG00000101210,EEF1A2,20,Bmet_Bpri
28.23,-2.39,1,-2.39,0.01681,0.10333,ENSG00000101246,ARFRP1,20,Bmet_Bpri
178.16,5.7,0.49,11.72,0,0,ENSG00000101306,MYLK2,20,Bmet_Bpri
489.33,1.63,0.31,5.27,0,1e-05,ENSG00000101400,SNTA1,20,Bmet_Bpri
103.87,-2.08,0.52,-3.98,7e-05,0.00161,ENSG00000101439,CST3,20,Bmet_Bpri
2666.1,8.18,1.08,7.61,0,0,ENSG00000101470,TNNC2,20,Bmet_Bpri
386.62,1.17,0.28,4.12,4e-05,0.00097,ENSG00000101489,CELF4,18,Bmet_Bpri
132.42,3.81,0.56,6.86,0,0,ENSG00000101605,MYOM1,18,Bmet_Bpri
361.2,-2.59,0.29,-8.83,0,0,ENSG00000101670,LIPG,18,Bmet_Bpri
22.71,-8.62,1.72,-5.02,0,3e-05,ENSG00000101955,SRPX,X,Bmet_Bpri
314.69,2.18,0.39,5.61,0,0,ENSG00000102109,PCSK1N,X,Bmet_Bpri
92.19,-1.95,0.54,-3.59,0.00033,0.00555,ENSG00000102290,PCDH11X,X,Bmet_Bpri
4581.66,-1.09,0.3,-3.67,0.00024,0.00432,ENSG00000102317,RBM3,X,Bmet_Bpri
473.64,1.27,0.33,3.9,1e-04,0.00208,ENSG00000102359,SRPX2,X,Bmet_Bpri
120.05,2,0.55,3.66,0.00025,0.00444,ENSG00000102935,ZNF423,16,Bmet_Bpri
1455.28,-2.26,0.24,-9.62,0,0,ENSG00000103222,ABCC1,16,Bmet_Bpri
2130.33,1.28,0.24,5.35,0,1e-05,ENSG00000103260,METRN,16,Bmet_Bpri
486.58,1.5,0.27,5.59,0,0,ENSG00000103355,PRSS33,16,Bmet_Bpri
94.06,1.14,0.5,2.28,0.02273,0.1263,ENSG00000103723,AP3B2,15,Bmet_Bpri
35.79,-1.8,0.72,-2.51,0.01194,0.08236,ENSG00000104043,ATP8B4,15,Bmet_Bpri
1074.08,-1.04,0.22,-4.78,0,7e-05,ENSG00000104231,ZFAND1,8,Bmet_Bpri
90.22,1.63,0.52,3.16,0.00157,0.01938,ENSG00000104313,EYA1,8,Bmet_Bpri
58.32,-3.51,0.7,-5.05,0,2e-05,ENSG00000104368,PLAT,8,Bmet_Bpri
12.79,-2.4,1.18,-2.04,0.04112,,ENSG00000104371,DKK4,8,Bmet_Bpri
267.11,2.59,1.18,2.2,0.02753,0.14342,ENSG00000104435,STMN2,8,Bmet_Bpri
2048.45,-1.05,0.2,-5.21,0,1e-05,ENSG00000104763,ASAH1,8,Bmet_Bpri
21.3,2.78,1.25,2.22,0.02619,0.13935,ENSG00000104833,TUBB4A,19,Bmet_Bpri
50.39,1.27,0.64,1.98,0.04754,0.20144,ENSG00000104848,KCNA7,19,Bmet_Bpri
4386.49,8.78,0.99,8.84,0,0,ENSG00000104879,CKM,19,Bmet_Bpri
1467.8,1.07,0.25,4.36,1e-05,0.00039,ENSG00000104936,DMPK,19,Bmet_Bpri
273.52,3.91,0.43,9.05,0,0,ENSG00000105048,TNNT1,19,Bmet_Bpri
222.38,1.28,0.45,2.82,0.00477,0.0441,ENSG00000105270,CLIP3,19,Bmet_Bpri
423.4,1.12,0.28,3.97,7e-05,0.00166,ENSG00000105329,TGFB1,19,Bmet_Bpri
74.04,1.32,0.63,2.11,0.03489,0.16661,ENSG00000105409,ATP1A3,19,Bmet_Bpri
128.81,2.26,0.51,4.42,1e-05,0.00031,ENSG00000105472,CLEC11A,19,Bmet_Bpri
284.27,1.45,0.31,4.61,0,0.00014,ENSG00000105523,FAM83E,19,Bmet_Bpri
53.8,-1.63,0.63,-2.58,0.00977,0.07209,ENSG00000105613,MAST1,19,Bmet_Bpri
99.37,4.6,0.59,7.79,0,0,ENSG00000105664,COMP,19,Bmet_Bpri
33.08,4.56,0.89,5.1,0,2e-05,ENSG00000105675,ATP4A,19,Bmet_Bpri
192.37,2.21,0.39,5.63,0,0,ENSG00000105711,SCN1B,19,Bmet_Bpri
70.56,1.07,0.52,2.05,0.03995,0.18112,ENSG00000105784,RUNDC3B,7,Bmet_Bpri
34.72,2.01,0.76,2.64,0.00836,0.06472,ENSG00000105997,HOXA3,7,Bmet_Bpri
49.25,2.51,0.65,3.87,0.00011,0.00229,ENSG00000106004,HOXA5,7,Bmet_Bpri
100.21,4.39,0.66,6.67,0,0,ENSG00000106006,HOXA6,7,Bmet_Bpri
1054.31,-1.38,0.32,-4.28,2e-05,0.00053,ENSG00000106070,GRB10,7,Bmet_Bpri
128.05,1.57,0.43,3.67,0.00024,0.0044,ENSG00000106123,EPHB6,7,Bmet_Bpri
219.86,2.12,0.4,5.24,0,1e-05,ENSG00000106484,MEST,7,Bmet_Bpri
46.2,1.42,0.7,2.03,0.04277,0.18778,ENSG00000106511,MEOX2,7,Bmet_Bpri
101.18,-1.41,0.49,-2.89,0.0039,0.03813,ENSG00000106565,TMEM176B,7,Bmet_Bpri
1549.94,1.1,0.29,3.74,0.00019,0.00353,ENSG00000106624,AEBP1,7,Bmet_Bpri
45.2,-1.93,0.73,-2.64,0.00828,0.06436,ENSG00000106714,CNTNAP3,9,Bmet_Bpri
144.06,1.8,0.6,3.01,0.00261,0.02835,ENSG00000106809,OGN,9,Bmet_Bpri
345.85,1.79,0.32,5.54,0,0,ENSG00000106819,ASPN,9,Bmet_Bpri
76.3,2.44,0.59,4.11,4e-05,0.00101,ENSG00000106823,ECM2,9,Bmet_Bpri
31.15,-2.5,1.03,-2.41,0.01579,0.09911,ENSG00000107159,CA9,9,Bmet_Bpri
127.96,-2.75,0.71,-3.87,0.00011,0.00229,ENSG00000107201,DDX58,9,Bmet_Bpri
242.46,1.16,0.47,2.44,0.01488,0.0953,ENSG00000107562,CXCL12,10,Bmet_Bpri
1070.01,1.05,0.26,4.03,6e-05,0.00137,ENSG00000107736,CDH23,10,Bmet_Bpri
41.66,2.45,0.93,2.63,0.00864,0.06604,ENSG00000107742,SPOCK2,10,Bmet_Bpri
12481.35,3.02,0.25,12.25,0,0,ENSG00000107796,ACTA2,10,Bmet_Bpri
14.58,5.39,1.53,3.52,0.00042,,ENSG00000107859,PITX3,10,Bmet_Bpri
1272.67,1.07,0.21,5.11,0,2e-05,ENSG00000107902,LHPP,10,Bmet_Bpri
120.4,-1.48,0.43,-3.41,0.00065,0.00971,ENSG00000107984,DKK1,10,Bmet_Bpri
98.71,1.64,0.6,2.73,0.00632,0.05373,ENSG00000108001,EBF3,10,Bmet_Bpri
66.35,1.39,0.69,2.03,0.04196,0.18574,ENSG00000108309,RUNDC3A,17,Bmet_Bpri
242.69,2.1,0.46,4.56,1e-05,0.00018,ENSG00000108352,RAPGEFL1,17,Bmet_Bpri
287.04,1.3,0.3,4.35,1e-05,0.00042,ENSG00000108387,SEPT4,17,Bmet_Bpri
128.13,1.58,0.42,3.78,0.00016,0.00304,ENSG00000108511,HOXB6,17,Bmet_Bpri
2501.79,3.5,0.33,10.46,0,0,ENSG00000108515,ENO3,17,Bmet_Bpri
9.71,7.27,2.22,3.27,0.00107,,ENSG00000108684,ASIC2,17,Bmet_Bpri
87.13,1.26,0.52,2.43,0.01518,0.09652,ENSG00000108798,ABI3,17,Bmet_Bpri
42916.15,2.15,0.25,8.68,0,0,ENSG00000108821,COL1A1,17,Bmet_Bpri
32.56,6.57,1.28,5.15,0,1e-05,ENSG00000108823,SGCA,17,Bmet_Bpri
96.94,-1.25,0.46,-2.71,0.00666,0.05528,ENSG00000108924,HLF,17,Bmet_Bpri
270.2,-1.47,0.35,-4.2,3e-05,0.00073,ENSG00000108947,EFNB3,17,Bmet_Bpri
7193.91,10.11,1.26,8.05,0,0,ENSG00000109061,MYH1,17,Bmet_Bpri
9.73,4.78,1.68,2.85,0.00431,,ENSG00000109063,MYH3,17,Bmet_Bpri
4.38,6.13,3.11,1.97,0.0486,,ENSG00000109132,PHOX2B,4,Bmet_Bpri
270.17,-1.07,0.33,-3.24,0.00121,0.01582,ENSG00000109618,SEPSECS,4,Bmet_Bpri
409.35,-1.3,0.28,-4.66,0,0.00012,ENSG00000109790,KLHL5,4,Bmet_Bpri
46.55,1.71,0.67,2.57,0.01011,0.07377,ENSG00000109819,PPARGC1A,4,Bmet_Bpri
23331.21,1.02,0.17,6.06,0,0,ENSG00000109846,CRYAB,11,Bmet_Bpri
14.39,3.42,1.37,2.5,0.01227,,ENSG00000110076,NRXN2,11,Bmet_Bpri
85.27,1.22,0.48,2.54,0.01124,0.07924,ENSG00000110169,HPX,11,Bmet_Bpri
83.82,-1.16,0.48,-2.4,0.01619,0.10106,ENSG00000110427,KIAA1549L,11,Bmet_Bpri
150.08,1.03,0.38,2.69,0.00715,0.05823,ENSG00000110446,SLC15A3,11,Bmet_Bpri
161.27,1.95,0.39,5.02,0,3e-05,ENSG00000110693,SOX6,11,Bmet_Bpri
273.08,1.02,0.36,2.8,0.0051,0.04627,ENSG00000110777,POU2AF1,11,Bmet_Bpri
99.99,8.22,1.21,6.78,0,0,ENSG00000111046,MYF6,12,Bmet_Bpri
219.16,-1.05,0.36,-2.9,0.00375,0.03711,ENSG00000111319,SCNN1A,12,Bmet_Bpri
2719.1,1.06,0.3,3.48,5e-04,0.00781,ENSG00000111799,COL12A1,6,Bmet_Bpri
3309.93,-1.05,0.17,-6.02,0,0,ENSG00000111912,NCOA7,6,Bmet_Bpri
44.81,1.84,0.7,2.62,0.00875,0.06665,ENSG00000112139,MDGA1,6,Bmet_Bpri
64.53,5.55,0.78,7.11,0,0,ENSG00000112183,RBM24,6,Bmet_Bpri
168.36,1.33,0.44,3.05,0.00226,0.02568,ENSG00000112195,TREML2,6,Bmet_Bpri
134.23,2.57,0.51,5.06,0,2e-05,ENSG00000112320,SOBP,6,Bmet_Bpri
120.23,1.01,0.52,1.96,0.04956,0.20688,ENSG00000112562,SMOC2,6,Bmet_Bpri
15876.51,1.47,0.23,6.26,0,0,ENSG00000113140,SPARC,5,Bmet_Bpri
9.86,7.3,2.29,3.19,0.00143,,ENSG00000113196,HAND1,5,Bmet_Bpri
3414.85,4.29,0.18,23.51,0,0,ENSG00000113296,THBS4,5,Bmet_Bpri
115.97,1.26,0.42,3.02,0.00254,0.02778,ENSG00000113448,PDE4D,5,Bmet_Bpri
68.67,1.39,0.55,2.52,0.0119,0.08224,ENSG00000113578,FGF1,5,Bmet_Bpri
145.44,1.69,0.47,3.62,0.00029,0.00505,ENSG00000113721,PDGFRB,5,Bmet_Bpri
566.67,1.09,0.32,3.43,0.00061,0.00921,ENSG00000114115,RBP1,3,Bmet_Bpri
4953.67,1.15,0.17,6.81,0,0,ENSG00000114315,HES1,3,Bmet_Bpri
435.94,-1.21,0.3,-4.06,5e-05,0.00118,ENSG00000114450,GNB4,3,Bmet_Bpri
188.92,6.31,0.59,10.76,0,0,ENSG00000114854,TNNC1,3,Bmet_Bpri
211.93,1.45,0.37,3.87,0.00011,0.00229,ENSG00000114948,ADAM23,2,Bmet_Bpri
1801.05,-1.72,0.23,-7.61,0,0,ENSG00000115221,ITGB6,2,Bmet_Bpri
17.59,3.62,1.35,2.69,0.00711,0.05804,ENSG00000115297,TLX2,2,Bmet_Bpri
811.93,1.97,0.32,6.2,0,0,ENSG00000115318,LOXL3,2,Bmet_Bpri
598.79,1.01,0.28,3.56,0.00038,0.00624,ENSG00000115355,CCDC88A,2,Bmet_Bpri
349.48,2.33,0.38,6.1,0,0,ENSG00000115361,ACADL,2,Bmet_Bpri
95.91,-1.31,0.46,-2.85,0.00435,0.0412,ENSG00000115363,EVA1A,2,Bmet_Bpri
10010.89,1.59,0.3,5.25,0,1e-05,ENSG00000115414,FN1,2,Bmet_Bpri
253.35,1.33,0.39,3.36,0.00077,0.01109,ENSG00000115461,IGFBP5,2,Bmet_Bpri
90.44,3.51,0.54,6.5,0,0,ENSG00000115593,SMYD1,2,Bmet_Bpri
214.4,-1.1,0.33,-3.37,0.00075,0.01082,ENSG00000116120,FARSB,2,Bmet_Bpri
99.63,-1.54,0.59,-2.6,0.00932,0.06961,ENSG00000116127,ALMS1,2,Bmet_Bpri
68.19,4.72,0.83,5.72,0,0,ENSG00000116194,ANGPTL1,1,Bmet_Bpri
2521.33,1.12,0.24,4.68,0,0.00011,ENSG00000116299,KIAA1324,1,Bmet_Bpri
727.72,1.08,0.28,3.84,0.00012,0.00251,ENSG00000116717,GADD45A,1,Bmet_Bpri
193.84,8.16,0.84,9.71,0,0,ENSG00000116748,AMPD1,1,Bmet_Bpri
1134.39,1.27,0.27,4.66,0,0.00012,ENSG00000116774,OLFML3,1,Bmet_Bpri
422.23,-1.21,0.36,-3.41,0.00065,0.00971,ENSG00000116903,EXOC8,1,Bmet_Bpri
4230.43,-1.05,0.19,-5.49,0,0,ENSG00000116918,TSNAX,1,Bmet_Bpri
134.12,1.53,0.49,3.13,0.00177,0.02117,ENSG00000117114,ADGRL2,1,Bmet_Bpri
1244.15,-1.54,0.25,-6.04,0,0,ENSG00000117122,MFAP2,1,Bmet_Bpri
54.18,-1.56,0.74,-2.1,0.036,0.17011,ENSG00000117322,CR2,1,Bmet_Bpri
152.06,1.41,0.38,3.68,0.00024,0.00427,ENSG00000117791,MARC2,1,Bmet_Bpri
874.82,1.89,0.34,5.49,0,0,ENSG00000118194,TNNT2,1,Bmet_Bpri
