ens_gene_id,symbol,chr,gene_type,tagwise_dispersion
ENSG00000036549,ZZZ3,1,trans_whole_genome,0.105
ENSG00000036672,USP2,11,trans_whole_genome,0.146
ENSG00000036828,CASR,3,trans_whole_genome,1.341
ENSG00000037042,TUBG2,17,trans_whole_genome,0.124
ENSG00000037241,RPL26L1,5,trans_whole_genome,0.105
ENSG00000037280,FLT4,5,trans_whole_genome,0.292
ENSG00000037474,NSUN2,5,trans_whole_genome,0.112
ENSG00000037637,FBXO42,1,trans_whole_genome,0.115
ENSG00000037749,MFAP3,5,trans_whole_genome,1.388
ENSG00000037757,MRI1,19,trans_whole_genome,0.139
ENSG00000037897,METTL1,12,trans_whole_genome,0.104
ENSG00000037965,HOXC8,12,trans_whole_genome,0.191
ENSG00000038002,AGA,4,trans_whole_genome,0.083
ENSG00000038210,PI4K2B,4,trans_whole_genome,0.138
ENSG00000038219,BOD1L1,4,trans_whole_genome,0.125
ENSG00000038274,MAT2B,5,trans_whole_genome,0.095
ENSG00000038358,EDC4,16,trans_whole_genome,0.115
ENSG00000038382,TRIO,5,trans_whole_genome,0.142
ENSG00000038427,VCAN,5,trans_whole_genome,0.853
ENSG00000038532,CLEC16A,16,trans_whole_genome,0.124
ENSG00000038945,MSR1,8,trans_whole_genome,0.257
ENSG00000039068,CDH1,16,trans_whole_genome,0.118
ENSG00000039123,SKIV2L2,5,trans_whole_genome,0.116
ENSG00000039139,DNAH5,5,trans_whole_genome,0.221
ENSG00000039319,ZFYVE16,5,trans_whole_genome,0.145
ENSG00000039523,RIPOR1,16,trans_whole_genome,0.102
ENSG00000039560,RAI14,5,trans_whole_genome,0.224
ENSG00000039600,SOX30,5,trans_whole_genome,0.297
ENSG00000039650,PNKP,19,trans_whole_genome,0.119
ENSG00000040199,PHLPP2,16,trans_whole_genome,0.168
ENSG00000040275,SPDL1,5,trans_whole_genome,0.117
ENSG00000040341,STAU2,8,trans_whole_genome,0.108
ENSG00000040487,PQLC2,1,trans_whole_genome,0.13
ENSG00000040531,CTNS,17,trans_whole_genome,0.111
ENSG00000040608,RTN4R,22,trans_whole_genome,0.167
ENSG00000040633,PHF23,17,trans_whole_genome,0.104
ENSG00000040731,CDH10,5,trans_whole_genome,0.318
ENSG00000040933,INPP4A,2,trans_whole_genome,0.133
ENSG00000041353,RAB27B,18,trans_whole_genome,0.135
ENSG00000041357,PSMA4,15,trans_whole_genome,0.084
ENSG00000041802,LSG1,3,trans_whole_genome,0.107
ENSG00000041880,PARP3,3,trans_whole_genome,0.162
ENSG00000041982,TNC,9,trans_whole_genome,0.596
ENSG00000041988,THAP3,1,trans_whole_genome,0.134
ENSG00000042088,TDP1,14,trans_whole_genome,0.116
ENSG00000042286,AIFM2,10,trans_whole_genome,0.108
ENSG00000042304,C2orf83,2,trans_whole_genome,0.295
ENSG00000042317,SPATA7,14,trans_whole_genome,0.16
ENSG00000042429,MED17,11,trans_whole_genome,0.117
ENSG00000042445,RETSAT,2,trans_whole_genome,0.099
ENSG00000042493,CAPG,2,trans_whole_genome,0.109
ENSG00000042753,AP2S1,19,trans_whole_genome,0.095
ENSG00000042781,USH2A,1,trans_whole_genome,0.326
ENSG00000042832,TG,8,trans_whole_genome,0.274
ENSG00000042980,ADAM28,8,trans,0.241
ENSG00000043039,BARX2,11,trans_whole_genome,0.107
ENSG00000043093,DCUN1D1,3,trans_whole_genome,0.143
ENSG00000043143,JADE2,5,trans_whole_genome,0.145
ENSG00000043462,LCP2,5,trans_whole_genome,0.381
ENSG00000043514,TRIT1,1,trans_whole_genome,0.099
ENSG00000043591,ADRB1,10,trans_whole_genome,0.277
ENSG00000044090,CUL7,6,trans_whole_genome,0.127
ENSG00000044115,CTNNA1,5,trans_whole_genome,0.205
ENSG00000044446,PHKA2,X,trans_whole_genome,0.147
ENSG00000044459,CNTLN,9,trans_whole_genome,0.139
ENSG00000044524,EPHA3,3,trans_whole_genome,0.308
ENSG00000044574,HSPA5,9,trans_whole_genome,0.08
ENSG00000046604,DSG2,18,trans_whole_genome,0.108
ENSG00000046647,GEMIN8,X,trans_whole_genome,0.098
ENSG00000046651,OFD1,X,trans_whole_genome,0.129
ENSG00000046653,GPM6B,X,trans_whole_genome,0.107
ENSG00000047056,WDR37,10,trans_whole_genome,0.126
ENSG00000047188,YTHDC2,5,trans_whole_genome,0.14
ENSG00000047230,CTPS2,X,trans_whole_genome,0.102
ENSG00000047249,ATP6V1H,8,trans_whole_genome,0.089
ENSG00000047315,POLR2B,4,trans_whole_genome,0.109
ENSG00000047346,FAM214A,15,trans_whole_genome,0.149
ENSG00000047365,ARAP2,4,trans_whole_genome,0.165
ENSG00000047410,TPR,1,trans_whole_genome,0.119
ENSG00000047457,CP,3,trans_whole_genome,0.252
ENSG00000047578,KIAA0556,16,trans_whole_genome,0.136
ENSG00000047579,DTNBP1,6,trans_whole_genome,0.103
ENSG00000047597,XK,X,trans_whole_genome,0.197
ENSG00000047621,C12orf4,12,trans_whole_genome,0.105
ENSG00000047634,SCML1,X,trans,0.335
ENSG00000047644,WWC3,X,trans_whole_genome,0.104
ENSG00000047849,MAP4,3,trans_whole_genome,0.116
ENSG00000047932,GOPC,6,trans_whole_genome,0.113
ENSG00000048028,USP28,11,trans_whole_genome,0.171
ENSG00000048052,HDAC9,7,cis,0.168
ENSG00000048140,TSPAN17,5,trans_whole_genome,0.119
ENSG00000048162,NOP16,5,trans_whole_genome,0.542
ENSG00000048342,CC2D2A,4,trans_whole_genome,0.138
ENSG00000048392,RRM2B,8,trans_whole_genome,0.143
ENSG00000048405,ZNF800,7,trans_whole_genome,0.127
ENSG00000048471,SNX29,16,trans_whole_genome,0.176
ENSG00000048540,LMO3,12,trans_whole_genome,0.28
ENSG00000048544,MRPS10,6,trans_whole_genome,0.09
ENSG00000048649,RSF1,11,trans_whole_genome,0.114
ENSG00000048707,VPS13D,1,trans_whole_genome,0.175
ENSG00000048740,CELF2,10,cis,0.332
ENSG00000048828,FAM120A,9,trans_whole_genome,0.137
ENSG00000048991,R3HDM1,2,trans_whole_genome,0.116
ENSG00000049089,COL9A2,1,trans,0.315
ENSG00000049167,ERCC8,5,trans_whole_genome,0.228
ENSG00000049192,ADAMTS6,5,trans_whole_genome,0.415
ENSG00000049239,H6PD,1,trans_whole_genome,0.142
ENSG00000049245,VAMP3,1,trans_whole_genome,0.122
ENSG00000049246,PER3,1,trans_whole_genome,0.275
ENSG00000049249,TNFRSF9,1,trans_whole_genome,0.403
ENSG00000049283,EPN3,17,trans_whole_genome,0.105
ENSG00000049323,LTBP1,2,trans_whole_genome,0.117
ENSG00000049449,RCN1,11,trans_whole_genome,0.101
ENSG00000049540,ELN,7,trans_whole_genome,0.13
ENSG00000049541,RFC2,7,trans_whole_genome,0.087
ENSG00000049618,ARID1B,6,trans_whole_genome,0.138
ENSG00000049656,CLPTM1L,5,trans_whole_genome,0.102
ENSG00000049759,NEDD4L,18,trans_whole_genome,0.105
ENSG00000049768,FOXP3,X,trans_whole_genome,0.245
ENSG00000049769,PPP1R3F,X,trans_whole_genome,0.154
ENSG00000049860,HEXB,5,trans_whole_genome,0.087
ENSG00000049883,PTCD2,5,trans_whole_genome,0.154
ENSG00000050030,NEXMIF,X,trans_whole_genome,0.283
ENSG00000050130,JKAMP,14,trans_whole_genome,0.118
ENSG00000050165,DKK3,11,trans,0.708
ENSG00000050327,ARHGEF5,7,trans_whole_genome,0.117
ENSG00000050344,NFE2L3,7,trans_whole_genome,0.114
ENSG00000050393,MCUR1,6,trans_whole_genome,0.091
ENSG00000050405,LIMA1,12,trans_whole_genome,0.103
ENSG00000050426,LETMD1,12,trans_whole_genome,0.113
ENSG00000050438,SLC4A8,12,trans_whole_genome,0.325
ENSG00000050555,LAMC3,9,trans,0.232
ENSG00000050628,PTGER3,1,trans_whole_genome,0.321
ENSG00000050730,TNIP3,4,trans_whole_genome,0.281
ENSG00000050748,MAPK9,5,trans_whole_genome,0.096
ENSG00000050820,BCAR1,16,trans_whole_genome,0.163
ENSG00000051009,FAM160A2,11,trans_whole_genome,0.119
ENSG00000051108,HERPUD1,16,trans_whole_genome,0.082
ENSG00000051128,HOMER3,19,trans_whole_genome,0.115
ENSG00000051180,RAD51,15,trans_whole_genome,0.128
ENSG00000051341,POLQ,3,trans_whole_genome,0.16
ENSG00000051382,PIK3CB,3,trans_whole_genome,0.112
ENSG00000051523,CYBA,16,trans_whole_genome,0.087
ENSG00000051596,THOC3,5,trans_whole_genome,0.14
ENSG00000051620,HEBP2,6,trans_whole_genome,0.095
ENSG00000051825,MPHOSPH9,12,trans_whole_genome,0.165
ENSG00000052126,PLEKHA5,12,trans_whole_genome,0.115
ENSG00000052344,PRSS8,16,trans_whole_genome,0.096
ENSG00000052723,SIKE1,1,trans_whole_genome,0.121
ENSG00000052749,RRP12,10,trans_whole_genome,0.103
ENSG00000052795,FNIP2,4,trans_whole_genome,0.154
ENSG00000052802,MSMO1,4,trans_whole_genome,0.127
ENSG00000052841,TTC17,11,trans_whole_genome,0.111
ENSG00000053108,FSTL4,5,trans_whole_genome,0.324
ENSG00000053254,FOXN3,14,trans_whole_genome,0.116
ENSG00000053371,AKR7A2,1,trans_whole_genome,0.105
ENSG00000053372,MRTO4,1,trans_whole_genome,0.086
ENSG00000053438,NNAT,20,trans_whole_genome,0.352
ENSG00000053501,USE1,19,trans_whole_genome,0.107
ENSG00000053524,MCF2L2,3,trans_whole_genome,0.175
ENSG00000053702,NRIP2,12,trans_whole_genome,0.19
ENSG00000053747,LAMA3,18,trans_whole_genome,0.155
ENSG00000053770,AP5M1,14,trans_whole_genome,0.13
ENSG00000053900,ANAPC4,4,trans_whole_genome,0.119
ENSG00000053918,KCNQ1,11,trans_whole_genome,0.156
ENSG00000054116,TRAPPC3,1,trans_whole_genome,0.09
ENSG00000054118,THRAP3,1,trans_whole_genome,0.113
ENSG00000054148,PHPT1,9,trans_whole_genome,0.097
ENSG00000054179,ENTPD2,9,trans_whole_genome,0.109
ENSG00000054219,LY75,2,trans_whole_genome,0.125
ENSG00000054267,ARID4B,1,trans_whole_genome,0.108
ENSG00000054277,OPN3,1,trans,0.102
ENSG00000054282,SDCCAG8,1,trans_whole_genome,0.118
ENSG00000054392,HHAT,1,trans_whole_genome,0.14
ENSG00000054523,KIF1B,1,trans_whole_genome,0.122
ENSG00000054598,FOXC1,6,trans_whole_genome,5.148
ENSG00000054611,TBC1D22A,22,trans_whole_genome,0.131
ENSG00000054654,SYNE2,14,trans_whole_genome,0.122
ENSG00000054690,PLEKHH1,14,trans_whole_genome,0.157
ENSG00000054793,ATP9A,20,trans_whole_genome,0.133
ENSG00000054965,FAM168A,11,trans_whole_genome,0.123
ENSG00000054967,RELT,11,trans_whole_genome,0.178
ENSG00000054983,GALC,14,trans_whole_genome,0.131
ENSG00000055044,NOP58,2,trans_whole_genome,0.096
ENSG00000055070,SZRD1,1,trans_whole_genome,0.11
ENSG00000055130,CUL1,7,trans_whole_genome,0.083
ENSG00000055147,FAM114A2,5,trans_whole_genome,0.122
ENSG00000055163,CYFIP2,5,trans_whole_genome,0.156
ENSG00000055208,TAB2,6,trans_whole_genome,0.467
ENSG00000055211,GINM1,6,trans_whole_genome,0.124
ENSG00000055332,EIF2AK2,2,trans_whole_genome,0.117
ENSG00000055483,USP36,17,trans_whole_genome,0.13
ENSG00000055609,KMT2C,7,trans_whole_genome,0.163
ENSG00000055732,MCOLN3,1,trans_whole_genome,0.227
ENSG00000055917,PUM2,2,trans_whole_genome,0.108
ENSG00000055950,MRPL43,10,trans_whole_genome,0.09
ENSG00000055955,ITIH4,3,trans_whole_genome,0.199
ENSG00000056050,HPF1,4,trans_whole_genome,0.105
ENSG00000056097,ZFR,5,trans_whole_genome,0.098
ENSG00000056277,ZNF280C,X,trans_whole_genome,0.183
ENSG00000056558,TRAF1,9,trans_whole_genome,0.154
ENSG00000056586,RC3H2,9,trans_whole_genome,0.121
ENSG00000056736,IL17RB,3,trans_whole_genome,0.128
ENSG00000056972,TRAF3IP2,6,trans_whole_genome,0.108
ENSG00000056998,GYG2,X,trans_whole_genome,0.155
ENSG00000057019,DCBLD2,3,trans_whole_genome,0.12
ENSG00000057252,SOAT1,1,trans_whole_genome,0.094
ENSG00000057294,PKP2,12,trans_whole_genome,0.104
ENSG00000057468,MSH4,1,trans_whole_genome,0.34
ENSG00000057608,GDI2,10,trans_whole_genome,0.091
ENSG00000057657,PRDM1,6,trans_whole_genome,0.204
ENSG00000057663,ATG5,6,trans_whole_genome,0.237
ENSG00000057704,TMCC3,12,trans_whole_genome,0.18
ENSG00000057757,PITHD1,1,trans_whole_genome,0.092
ENSG00000057935,MTA3,2,trans_whole_genome,0.094
ENSG00000058056,USP13,3,trans_whole_genome,0.119
ENSG00000058063,ATP11B,3,trans_whole_genome,0.117
ENSG00000058085,LAMC2,1,trans_whole_genome,0.102
ENSG00000058091,CDK14,7,cis,0.205
ENSG00000058262,SEC61A1,3,trans_whole_genome,0.105
ENSG00000058272,PPP1R12A,12,trans_whole_genome,0.118
ENSG00000058335,RASGRF1,15,trans,0.221
ENSG00000058404,CAMK2B,7,trans_whole_genome,0.384
ENSG00000058453,CROCC,1,trans_whole_genome,0.133
ENSG00000058600,POLR3E,16,trans_whole_genome,0.124
ENSG00000058668,ATP2B4,1,trans_whole_genome,0.149
ENSG00000058673,ZC3H11A,1,trans_whole_genome,0.121
ENSG00000058729,RIOK2,5,trans_whole_genome,0.131
ENSG00000058799,YIPF1,1,trans_whole_genome,0.097
ENSG00000058804,NDC1,1,trans_whole_genome,0.166
ENSG00000058866,DGKG,3,trans_whole_genome,0.281
ENSG00000059122,FLYWCH1,16,trans_whole_genome,0.114
ENSG00000059145,UNKL,16,trans_whole_genome,0.124
ENSG00000059377,TBXAS1,7,trans_whole_genome,0.261
ENSG00000059378,PARP12,7,trans_whole_genome,0.103
ENSG00000059573,ALDH18A1,10,trans_whole_genome,0.096
ENSG00000059588,TARBP1,1,trans_whole_genome,0.14
ENSG00000059691,GATB,4,trans_whole_genome,0.106
ENSG00000059728,MXD1,2,trans_whole_genome,0.133
ENSG00000059758,CDK17,12,trans_whole_genome,0.134
ENSG00000059769,DNAJC25,9,trans_whole_genome,0.103
ENSG00000059804,SLC2A3,12,trans,0.225
ENSG00000059915,PSD,10,trans_whole_genome,0.177
ENSG00000060069,CTDP1,18,trans_whole_genome,0.11
ENSG00000060138,YBX3,12,trans_whole_genome,0.093
ENSG00000060140,STYK1,12,trans_whole_genome,0.119
ENSG00000060237,WNK1,12,trans_whole_genome,0.123
ENSG00000060339,CCAR1,10,trans_whole_genome,0.09
ENSG00000060491,OGFR,20,trans_whole_genome,0.119
ENSG00000060558,GNA15,19,trans_whole_genome,0.118
ENSG00000060642,PIGV,1,trans_whole_genome,0.111
ENSG00000060656,PTPRU,1,trans_whole_genome,0.111
ENSG00000060688,SNRNP40,1,trans_whole_genome,0.109
ENSG00000060718,COL11A1,1,trans_whole_genome,0.579
ENSG00000060749,QSER1,11,trans_whole_genome,0.245
ENSG00000060762,MPC1,6,trans_whole_genome,0.084
ENSG00000060971,ACAA1,3,trans_whole_genome,0.099
ENSG00000060982,BCAT1,12,trans_whole_genome,0.255
ENSG00000061273,HDAC7,12,trans_whole_genome,0.133
ENSG00000061337,LZTS1,8,trans_whole_genome,0.283
ENSG00000061656,SPAG4,20,trans_whole_genome,0.23
ENSG00000061676,NCKAP1,2,trans_whole_genome,0.11
ENSG00000061794,MRPS35,12,trans_whole_genome,0.08
ENSG00000061918,GUCY1B3,4,trans_whole_genome,0.119
ENSG00000061936,SFSWAP,12,trans_whole_genome,0.11
ENSG00000061938,TNK2,3,trans_whole_genome,0.135
ENSG00000061987,MON2,12,trans_whole_genome,0.176
ENSG00000062038,CDH3,16,trans_whole_genome,0.112
ENSG00000062194,GPBP1,5,trans_whole_genome,0.102
ENSG00000062282,DGAT2,11,trans_whole_genome,0.089
ENSG00000062370,ZNF112,19,trans_whole_genome,0.151
ENSG00000062485,CS,12,trans_whole_genome,0.1
ENSG00000062582,MRPS24,7,trans_whole_genome,0.083
ENSG00000062598,ELMO2,20,trans_whole_genome,0.096
ENSG00000062650,WAPL,10,trans_whole_genome,0.103
ENSG00000062716,VMP1,17,trans_whole_genome,0.089
ENSG00000062725,APPBP2,17,trans_whole_genome,0.112
ENSG00000062822,POLD1,19,trans_whole_genome,0.122
ENSG00000063046,EIF4B,12,trans_whole_genome,0.111
ENSG00000063127,SLC6A16,19,trans,0.228
ENSG00000063169,BICRA,19,trans_whole_genome,0.113
ENSG00000063176,SPHK2,19,trans_whole_genome,0.127
ENSG00000063177,RPL18,19,trans_whole_genome,0.073
ENSG00000063180,CA11,19,trans_whole_genome,0.141
ENSG00000063241,ISOC2,19,trans_whole_genome,0.12
ENSG00000063244,U2AF2,19,trans_whole_genome,0.095
ENSG00000063245,EPN1,19,trans_whole_genome,0.113
ENSG00000063322,MED29,19,trans_whole_genome,0.097
ENSG00000063438,AHRR,5,trans_whole_genome,0.213
ENSG00000063587,ZNF275,X,trans_whole_genome,1.775
ENSG00000063601,MTMR1,X,trans_whole_genome,0.62
ENSG00000063660,GPC1,2,trans_whole_genome,0.128
ENSG00000063761,ADCK1,14,trans_whole_genome,0.177
ENSG00000063854,HAGH,16,trans_whole_genome,0.091
ENSG00000063978,RNF4,4,trans_whole_genome,0.115
ENSG00000064012,CASP8,2,trans_whole_genome,0.12
ENSG00000064042,LIMCH1,4,trans_whole_genome,0.108
ENSG00000064102,INTS13,12,trans_whole_genome,0.108
ENSG00000064115,TM7SF3,12,trans_whole_genome,0.112
ENSG00000064195,DLX3,17,trans_whole_genome,0.146
ENSG00000064199,SPA17,11,trans_whole_genome,0.122
ENSG00000064201,TSPAN32,11,trans_whole_genome,0.393
ENSG00000064205,WISP2,20,trans_whole_genome,0.794
ENSG00000064225,ST3GAL6,3,trans_whole_genome,0.136
ENSG00000064270,ATP2C2,16,trans_whole_genome,0.155
ENSG00000064309,CDON,11,trans_whole_genome,0.147
ENSG00000064313,TAF2,8,trans_whole_genome,0.101
ENSG00000064393,HIPK2,7,trans_whole_genome,0.142
ENSG00000064419,TNPO3,7,trans_whole_genome,0.217
ENSG00000064489,BORCS8-MEF2B,19,trans_whole_genome,0.276
ENSG00000064490,RFXANK,19,trans_whole_genome,0.1
ENSG00000064545,TMEM161A,19,trans_whole_genome,0.118
ENSG00000064547,LPAR2,19,trans_whole_genome,0.113
ENSG00000064601,CTSA,20,trans_whole_genome,0.563
ENSG00000064607,SUGP2,19,trans_whole_genome,0.148
ENSG00000064651,SLC12A2,5,trans_whole_genome,0.134
ENSG00000064652,SNX24,5,trans_whole_genome,0.154
ENSG00000064655,EYA2,20,trans_whole_genome,0.107
ENSG00000064666,CNN2,19,trans_whole_genome,0.09
ENSG00000064687,ABCA7,19,trans_whole_genome,0.146
ENSG00000064692,SNCAIP,5,trans_whole_genome,0.241
ENSG00000064703,DDX20,1,trans_whole_genome,0.102
ENSG00000064726,BTBD1,15,trans_whole_genome,0.111
ENSG00000064763,FAR2,12,trans_whole_genome,0.119
ENSG00000064787,BCAS1,20,trans_whole_genome,0.145
ENSG00000064886,CHI3L2,1,trans_whole_genome,0.111
ENSG00000064932,SBNO2,19,trans_whole_genome,0.145
ENSG00000064933,PMS1,2,trans_whole_genome,0.157
ENSG00000064961,HMG20B,19,trans_whole_genome,0.104
ENSG00000064989,CALCRL,2,trans_whole_genome,0.25
ENSG00000064995,TAF11,6,trans_whole_genome,0.091
ENSG00000064999,ANKS1A,6,trans_whole_genome,0.129
ENSG00000065000,AP3D1,19,trans_whole_genome,0.139
ENSG00000065029,ZNF76,6,trans_whole_genome,0.114
ENSG00000065054,SLC9A3R2,16,trans_whole_genome,0.094
ENSG00000065057,NTHL1,16,trans_whole_genome,0.216
ENSG00000065060,UHRF1BP1,6,trans_whole_genome,0.137
ENSG00000065135,GNAI3,1,trans_whole_genome,0.09
ENSG00000065150,IPO5,13,trans_whole_genome,0.116
ENSG00000065154,OAT,10,trans_whole_genome,0.087
ENSG00000065183,WDR3,1,trans_whole_genome,0.094
ENSG00000065243,PKN2,1,trans_whole_genome,0.119
ENSG00000065268,WDR18,19,trans_whole_genome,0.128
ENSG00000065308,TRAM2,6,trans_whole_genome,0.133
ENSG00000065320,NTN1,17,trans_whole_genome,0.337
ENSG00000065328,MCM10,10,cis,0.117
ENSG00000065357,DGKA,12,trans_whole_genome,0.114
ENSG00000065361,ERBB3,12,trans_whole_genome,0.118
ENSG00000065371,ROPN1,3,trans_whole_genome,0.102
ENSG00000065413,ANKRD44,2,trans_whole_genome,0.239
ENSG00000065427,KARS,16,trans_whole_genome,0.093
ENSG00000065457,ADAT1,16,trans_whole_genome,0.122
ENSG00000065485,PDIA5,3,trans_whole_genome,0.096
ENSG00000065491,TBC1D22B,6,trans_whole_genome,0.112
ENSG00000065518,NDUFB4,3,trans_whole_genome,0.115
ENSG00000065526,SPEN,1,trans_whole_genome,0.139
ENSG00000065534,MYLK,3,trans_whole_genome,0.157
ENSG00000065548,ZC3H15,2,trans_whole_genome,0.097
ENSG00000065559,MAP2K4,17,trans_whole_genome,0.101
ENSG00000065600,TMEM206,1,trans_whole_genome,0.096
ENSG00000065609,SNAP91,6,trans,0.311
ENSG00000065613,SLK,10,trans_whole_genome,0.105
ENSG00000065615,CYB5R4,6,trans_whole_genome,0.131
ENSG00000065618,COL17A1,10,trans_whole_genome,0.974
ENSG00000065621,GSTO2,10,trans_whole_genome,0.157
ENSG00000065665,SEC61A2,10,trans_whole_genome,0.15
ENSG00000065717,TLE2,19,trans_whole_genome,0.153
ENSG00000065802,ASB1,2,trans_whole_genome,0.13
ENSG00000065809,FAM107B,10,trans_whole_genome,0.097
ENSG00000065833,ME1,6,trans_whole_genome,0.081
ENSG00000065882,TBC1D1,4,trans_whole_genome,0.111
ENSG00000065883,CDK13,7,trans_whole_genome,0.112
ENSG00000065911,MTHFD2,2,trans_whole_genome,0.105
ENSG00000065923,SLC9A7,X,trans_whole_genome,0.351
ENSG00000065970,FOXJ2,12,trans_whole_genome,0.12
ENSG00000065978,YBX1,1,trans_whole_genome,0.092
ENSG00000065989,PDE4A,19,trans_whole_genome,0.12
ENSG00000066027,PPP2R5A,1,trans_whole_genome,0.1
ENSG00000066044,ELAVL1,19,trans_whole_genome,0.1
ENSG00000066056,TIE1,1,trans,1.087
ENSG00000066084,DIP2B,12,trans_whole_genome,0.116
ENSG00000066117,SMARCD1,12,trans_whole_genome,0.105
ENSG00000066135,KDM4A,1,trans_whole_genome,0.104
ENSG00000066136,NFYC,1,trans_whole_genome,0.098
ENSG00000066185,ZMYND12,1,trans_whole_genome,0.155
ENSG00000066230,SLC9A3,5,trans_whole_genome,0.243
ENSG00000066248,NGEF,2,trans_whole_genome,0.109
ENSG00000066279,ASPM,1,trans_whole_genome,0.158
ENSG00000066294,CD84,1,trans_whole_genome,0.248
ENSG00000066322,ELOVL1,1,trans_whole_genome,0.093
ENSG00000066336,SPI1,11,trans_whole_genome,0.303
ENSG00000066379,ZNRD1,6,trans_whole_genome,0.235
ENSG00000066382,MPPED2,11,trans_whole_genome,0.25
ENSG00000066405,CLDN18,3,trans_whole_genome,0.251
ENSG00000066422,ZBTB11,3,trans_whole_genome,0.108
ENSG00000066427,ATXN3,14,trans_whole_genome,0.281
ENSG00000066455,GOLGA5,14,trans_whole_genome,0.093
ENSG00000066468,FGFR2,10,trans_whole_genome,0.134
ENSG00000066557,LRRC40,1,trans_whole_genome,0.135
ENSG00000066583,ISOC1,5,trans_whole_genome,0.127
ENSG00000066629,EML1,14,trans_whole_genome,0.157
ENSG00000066651,TRMT11,6,trans_whole_genome,0.124
ENSG00000066654,THUMPD1,16,trans_whole_genome,0.105
ENSG00000066697,MSANTD3,9,trans_whole_genome,0.096
ENSG00000066739,ATG2B,14,trans_whole_genome,0.129
ENSG00000066777,ARFGEF1,8,trans_whole_genome,0.118
ENSG00000066813,ACSM2B,16,trans_whole_genome,0.258
ENSG00000066827,ZFAT,8,trans_whole_genome,0.124
ENSG00000066855,MTFR1,8,trans_whole_genome,0.091
ENSG00000066923,STAG3,7,trans_whole_genome,0.161
ENSG00000066926,FECH,18,trans_whole_genome,0.165
ENSG00000066933,MYO9A,15,trans_whole_genome,0.118
ENSG00000067048,DDX3Y,Y,trans_whole_genome,0.296
ENSG00000067057,PFKP,10,trans_whole_genome,0.121
ENSG00000067064,IDI1,10,trans_whole_genome,0.096
ENSG00000067066,SP100,2,trans_whole_genome,0.095
ENSG00000067082,KLF6,10,trans_whole_genome,0.103
ENSG00000067113,PLPP1,5,trans_whole_genome,0.336
ENSG00000067141,NEO1,15,trans_whole_genome,0.129
ENSG00000067167,TRAM1,8,trans_whole_genome,0.119
ENSG00000067177,PHKA1,X,trans_whole_genome,0.117
ENSG00000067182,TNFRSF1A,12,trans_whole_genome,0.095
ENSG00000067191,CACNB1,17,trans_whole_genome,0.202
ENSG00000067208,EVI5,1,trans_whole_genome,0.117
ENSG00000067221,STOML1,15,trans_whole_genome,0.105
ENSG00000067225,PKM,15,trans_whole_genome,0.12
ENSG00000067248,DHX29,5,trans_whole_genome,0.108
ENSG00000067334,DNTTIP2,1,trans_whole_genome,0.094
ENSG00000067365,METTL22,16,trans_whole_genome,0.161
ENSG00000067369,TP53BP1,15,trans_whole_genome,0.12
ENSG00000067445,TRO,X,trans_whole_genome,0.257
ENSG00000067533,RRP15,1,trans_whole_genome,0.1
ENSG00000067560,RHOA,3,trans_whole_genome,0.086
ENSG00000067596,DHX8,17,trans_whole_genome,0.115
ENSG00000067606,PRKCZ,1,trans,0.287
ENSG00000067704,IARS2,1,trans_whole_genome,0.107
ENSG00000067715,SYT1,12,trans_whole_genome,0.24
ENSG00000067798,NAV3,12,trans_whole_genome,0.194
ENSG00000067829,IDH3G,X,trans_whole_genome,0.105
ENSG00000067836,ROGDI,16,trans_whole_genome,0.122
ENSG00000067840,PDZD4,X,trans_whole_genome,0.212
ENSG00000067900,ROCK1,18,trans_whole_genome,0.106
ENSG00000067955,CBFB,16,trans_whole_genome,0.134
ENSG00000067992,PDK3,X,trans_whole_genome,0.308
ENSG00000068001,HYAL2,3,trans_whole_genome,0.107
ENSG00000068024,HDAC4,2,trans_whole_genome,0.152
ENSG00000068028,RASSF1,3,trans_whole_genome,0.118
