,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,g_ID,Gene.name
153,144.36713,-2.3251649,0.6769989,-3.434518,5.94E-04,3.52E-02,ENSG00000140968,IRF8
47,281.91428,-2.4006816,0.5880695,-4.08231,4.46E-05,9.53E-03,ENSG00000099953,MMP11
99,166.79566,-2.4090012,0.7071997,-3.406395,6.58E-04,3.71E-02,ENSG00000112290,WASF1
196,287.33456,-2.4261122,0.7380421,-3.287227,1.01E-03,4.47E-02,ENSG00000162949,CAPN13
113,1298.47078,-2.4576832,0.6010541,-4.088955,4.33E-05,9.53E-03,ENSG00000121005,CRISPLD1
15,756.27683,-2.5818176,0.435883,-5.92319,3.16E-09,6.91E-06,ENSG00000048740,CELF2
259,56.12347,-2.7841068,0.8433138,-3.301389,9.62E-04,4.36E-02,ENSG00000184226,PCDH9
253,205.58965,-2.8082175,0.7764615,-3.616686,2.98E-04,2.59E-02,ENSG00000181218,HIST3H2A
10,473.42744,-2.889043,0.712498,-4.054809,5.02E-05,9.69E-03,ENSG00000015568,RGPD5
306,306.17645,-2.9520113,0.6822908,-4.326617,1.51E-05,5.68E-03,ENSG00000261115,TMEM178B
266,162.43772,-2.9554017,0.7117022,-4.152582,3.29E-05,9.18E-03,ENSG00000187098,MITF
23,202.7261,-2.9937088,0.7611826,-3.93297,8.39E-05,1.25E-02,ENSG00000067606,PRKCZ
298,249.35768,-3.0457588,0.8278298,-3.679209,2.34E-04,2.31E-02,ENSG00000239704,CDRT4
95,170.0468,-3.0904391,0.8863756,-3.486602,4.89E-04,3.16E-02,ENSG00000111224,PARP11
269,419.20776,-3.1823033,0.7131957,-4.462034,8.12E-06,3.95E-03,ENSG00000187775,DNAH17
222,138.05526,-3.3064261,0.8570458,-3.857934,1.14E-04,1.52E-02,ENSG00000169083,AR
138,95.397,-3.3469849,0.966376,-3.463439,5.33E-04,3.32E-02,ENSG00000135502,SLC26A10
219,190.88033,-3.383193,1.0158179,-3.330511,8.67E-04,4.23E-02,ENSG00000168269,FOXI1
262,100.38927,-3.3894851,1.0320625,-3.284186,1.02E-03,4.48E-02,ENSG00000184500,PROS1
208,1631.30841,-3.4145293,0.4119319,-8.289063,1.14E-16,1.50E-12,ENSG00000165699,TSC1
137,1371.8274,-3.8759737,1.1400642,-3.399786,6.74E-04,3.76E-02,ENSG00000134871,COL4A2
139,335.11689,-4.2829516,0.881743,-4.857369,1.19E-06,1.20E-03,ENSG00000135750,KCNK1
146,267.23827,-4.7108334,1.3342998,-3.530566,4.15E-04,2.99E-02,ENSG00000137225,CAPN11
178,417.78851,-5.4096475,0.8607017,-6.285159,3.28E-10,8.60E-07,ENSG00000156413,FUT6
244,81.36225,-5.5676584,1.5954878,-3.489628,4.84E-04,3.16E-02,ENSG00000176165,FOXG1
51,92.63927,-7.457088,2.2849262,-3.263601,1.10E-03,4.69E-02,ENSG00000100365,NCF4
96,56.16515,-8.2843474,2.1971738,-3.770456,1.63E-04,1.93E-02,ENSG00000111305,GSG1
20,556.98438,-9.8079911,2.9737595,-3.298179,9.73E-04,4.39E-02,ENSG00000063587,ZNF275
