,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,g_ID,Gene.name
1962,1.50E+02,3.2896178,0.661786,4.970818,6.67E-07,1.59E-05,ENSG00000158270,COLEC12
1161,8.79E+02,3.2815364,0.3819696,8.591092,8.61E-18,1.31E-15,ENSG00000127528,KLF2
662,3.56E+02,3.2777106,0.5951026,5.507807,3.63E-08,1.18E-06,ENSG00000106366,SERPINE1
1423,4.25E+01,3.2597434,1.2748433,2.556976,1.06E-02,4.71E-02,ENSG00000136114,THSD1
1773,1.12E+03,3.2574257,0.3222611,10.108033,5.09E-24,1.33E-21,ENSG00000147804,SLC39A4
828,6.87E+01,3.2561561,0.9616045,3.38617,7.09E-04,5.61E-03,ENSG00000112562,SMOC2
153,7.82E+01,3.2409065,0.9441633,3.43257,5.98E-04,4.92E-03,ENSG00000058404,CAMK2B
1826,5.11E+01,3.2406574,1.1594939,2.79489,5.19E-03,2.69E-02,ENSG00000150625,GPM6A
2640,3.43E+02,3.2367627,0.6602249,4.902515,9.46E-07,2.18E-05,ENSG00000178573,MAF
2750,6.68E+02,3.2343583,0.3750417,8.623996,6.47E-18,9.94E-16,ENSG00000183172,SMDT1
1097,7.93E+02,3.2048225,0.4795864,6.682472,2.35E-11,1.53E-09,ENSG00000124786,SLC35B3
3285,9.02E+02,3.2044545,1.0675498,3.001691,2.68E-03,1.61E-02,ENSG00000233493,TMEM238
76,8.56E+01,3.1933523,0.9982165,3.199058,1.38E-03,9.62E-03,ENSG00000017427,IGF1
1986,1.26E+03,3.1873123,0.3404564,9.361882,7.83E-21,1.59E-18,ENSG00000159314,ARHGAP27
1814,1.68E+02,3.1855038,0.7120917,4.473446,7.70E-06,1.33E-04,ENSG00000149798,CDC42EP2
2054,5.14E+02,3.180903,0.4441885,7.161156,8.00E-13,6.36E-11,ENSG00000162194,LBHD1
2970,1.58E+02,3.1786987,0.7346508,4.326816,1.51E-05,2.35E-04,ENSG00000196735,HLA-DQA1
1203,1.82E+03,3.1767366,0.3947989,8.046468,8.52E-16,1.04E-13,ENSG00000129038,LOXL1
1977,8.99E+02,3.1718946,0.5091698,6.229543,4.68E-10,2.37E-08,ENSG00000159128,IFNGR2
922,7.20E+01,3.170039,1.0231692,3.098255,1.95E-03,1.25E-02,ENSG00000116690,PRG4
