baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ensembl_gene_id,symbol,chr,copy_number_state_cloneA,copy_number_state_cloneB,copy_number_state_cloneC,gene_type,description
1631.81,1.07,0.27,3.9,9.4533405961007e-05,0.00729553936842301,ENSG00000162378,ZYG11B,1,2,2,2,trans_gene,A Metastasis vs. A Primary
2060.52,1.41,0.42,3.35,0.00081762024267007,0.0232189449572418,ENSG00000162402,USP24,1,2,2,2,trans_gene,A Metastasis vs. A Primary
54.17,-1.91,0.78,-2.43,0.0150938711805263,,ENSG00000162551,ALPL,1,1,1,1,trans_gene,A Metastasis vs. A Primary
50.02,1.33,0.64,2.06,0.0398215692790072,,ENSG00000162746,FCRLB,1,5,5,5,trans_gene,A Metastasis vs. A Primary
17494.49,-1.65,0.33,-4.99,6.03973637628576e-07,0.000328396938786956,ENSG00000162896,PIGR,1,4,4,4,trans_gene,A Metastasis vs. A Primary
152.93,10.07,3.67,2.74,0.00610839537512942,,ENSG00000163092,XIRP2,2,2,2,2,trans_gene,A Metastasis vs. A Primary
331.89,-1.69,0.39,-4.35,1.39100770914134e-05,0.00231100475232621,ENSG00000163207,IVL,1,5,5,5,trans_gene,A Metastasis vs. A Primary
5016.5,-1.6,0.36,-4.45,8.4243397273654e-06,0.00155033772028838,ENSG00000163209,SPRR3,1,5,5,5,trans_gene,A Metastasis vs. A Primary
1076.8,-1.12,0.31,-3.57,0.000352525936784348,0.0144911177175752,ENSG00000163220,S100A9,1,5,5,5,trans_gene,A Metastasis vs. A Primary
1971.62,1.28,0.35,3.68,0.00023491995101568,0.0113769734981764,ENSG00000163349,HIPK1,1,2,2,2,trans_gene,A Metastasis vs. A Primary
1225.09,1.25,0.52,2.41,0.015846408049019,0.100773382818908,ENSG00000163625,WDFY3,4,2,2,2,trans_gene,A Metastasis vs. A Primary
71.96,1.52,0.58,2.61,0.00897138513683399,,ENSG00000163806,SPDYA,2,2,2,2,trans_gene,A Metastasis vs. A Primary
23.31,2.01,0.92,2.18,0.029418872511089,,ENSG00000163833,FBXO40,3,2,2,2,trans_gene,A Metastasis vs. A Primary
318.53,1.14,0.39,2.91,0.00365226343163895,0.0494578445317097,ENSG00000163935,SFMBT1,3,2,2,2,trans_gene,A Metastasis vs. A Primary
864.15,1.14,0.26,4.29,1.77339442728158e-05,0.00275497975833016,ENSG00000164023,SGMS2,4,2,2,2,trans_gene,A Metastasis vs. A Primary
523.52,1.14,0.37,3.13,0.00176759563785867,0.0339568162398573,ENSG00000164070,HSPA4L,4,2,2,2,trans_gene,A Metastasis vs. A Primary
20.12,4.65,1.61,2.89,0.00382297530245677,,ENSG00000164122,ASB5,4,3,3,3,trans_gene,A Metastasis vs. A Primary
1507.33,1.05,0.27,3.89,0.000102237077840223,0.00754913534027619,ENSG00000164187,LMBRD2,5,3,3,4,trans_gene,A Metastasis vs. A Primary
113.3,1.05,0.44,2.4,0.0161802530543596,,ENSG00000164291,ARSK,5,1,1,1,trans_gene,A Metastasis vs. A Primary
85.8,1.56,0.5,3.12,0.00180841595553932,,ENSG00000164344,KLKB1,4,3,3,3,trans_gene,A Metastasis vs. A Primary
49.83,1.31,0.6,2.2,0.0281392197195881,,ENSG00000164418,GRIK2,6,3,3,3,trans_gene,A Metastasis vs. A Primary
310,1.1,0.42,2.63,0.00846094873600605,0.0746385462980121,ENSG00000164506,STXBP5,6,2,2,2,trans_gene,A Metastasis vs. A Primary
30.83,2.98,1,3,0.00274335948757341,,ENSG00000164532,TBX20,7,2,3,3,trans_gene,A Metastasis vs. A Primary
4.69,5.05,2.44,2.07,0.038890726667657,,ENSG00000164619,BMPER,7,2,3,3,trans_gene,A Metastasis vs. A Primary
120.35,1.34,0.49,2.74,0.00616718536907899,,ENSG00000165164,CFAP47,X,2,2,2,trans_gene,A Metastasis vs. A Primary
29.04,2.87,0.87,3.29,0.000993780260828881,,ENSG00000165181,C9orf84,9,3,3,3,trans_gene,A Metastasis vs. A Primary
3926.22,1.03,0.26,3.96,7.59507879841582e-05,0.00658892067428003,ENSG00000165186,PTCHD1,X,2,2,2,trans_gene,A Metastasis vs. A Primary
127.31,1.09,0.51,2.15,0.0316040968226832,,ENSG00000165194,PCDH19,X,2,2,2,trans_gene,A Metastasis vs. A Primary
712.73,1.41,0.46,3.1,0.00196774595102195,0.0356099501756801,ENSG00000165240,ATP7A,X,2,2,2,trans_gene,A Metastasis vs. A Primary
51.62,2.27,0.92,2.46,0.0139870959079169,,ENSG00000165495,PKNOX2,11,2,2,2,trans_gene,A Metastasis vs. A Primary
1048.45,-1.01,0.37,-2.69,0.00709383857684862,0.0689890219969619,ENSG00000165502,RPL36AL,14,1,1,1,trans_gene,A Metastasis vs. A Primary
168.81,-1.1,0.51,-2.15,0.0314554938534829,0.141614835331337,ENSG00000165794,SLC39A2,14,1,1,1,trans_gene,A Metastasis vs. A Primary
2283.28,1.18,0.24,4.89,9.99173049459434e-07,0.000459696462216683,ENSG00000165813,CCDC186,10,2,2,2,trans_gene,A Metastasis vs. A Primary
49.36,1.53,0.76,2.02,0.0432474284402076,,ENSG00000165821,SALL2,14,1,1,1,trans_gene,A Metastasis vs. A Primary
33.15,2.12,0.93,2.28,0.0225648841886649,,ENSG00000165887,ANKRD2,10,2,2,2,trans_gene,A Metastasis vs. A Primary
203.46,1.11,0.47,2.36,0.0180525666804808,0.107009317458826,ENSG00000165891,E2F7,12,2,2,2,trans_gene,A Metastasis vs. A Primary
492.2,1.01,0.26,3.88,0.000105195027819047,0.00766576677727077,ENSG00000166128,RAB8B,15,2,2,2,trans_gene,A Metastasis vs. A Primary
2018.57,1.08,0.27,3.98,6.82766006631668e-05,0.00614078719648723,ENSG00000166439,RNF169,11,2,2,2,trans_gene,A Metastasis vs. A Primary
410.44,-1.11,0.38,-2.96,0.00310134694062029,0.0453910338835489,ENSG00000166682,TMPRSS5,11,2,2,2,trans_gene,A Metastasis vs. A Primary
64.97,1.24,0.6,2.05,0.0401988285046571,,ENSG00000166800,LDHAL6A,11,2,2,2,trans_gene,A Metastasis vs. A Primary
480.87,1.1,0.35,3.11,0.00184693632845812,0.0347240653097894,ENSG00000166833,NAV2,11,2,2,2,trans_gene,A Metastasis vs. A Primary
314.51,1.15,0.4,2.91,0.00364612204177505,0.049450013450922,ENSG00000166845,C18orf54,18,2,2,2,trans_gene,A Metastasis vs. A Primary
46.46,2.25,0.84,2.68,0.00744731228758606,,ENSG00000167080,B4GALNT2,17,2,2,2,trans_gene,A Metastasis vs. A Primary
14.19,5.17,1.88,2.74,0.00607651830399232,,ENSG00000167244,IGF2,11,2,2,2,trans_gene,A Metastasis vs. A Primary
23.63,-2.35,0.91,-2.59,0.0096801365526652,,ENSG00000167434,CA4,17,2,2,2,trans_gene,A Metastasis vs. A Primary
21.88,3.37,1.16,2.9,0.0037004717343432,,ENSG00000167549,CORO6,17,2,2,2,trans_gene,A Metastasis vs. A Primary
307.42,-1.18,0.42,-2.84,0.00455650607938837,0.0550907176653275,ENSG00000167604,NFKBID,19,2,2,2,trans_gene,A Metastasis vs. A Primary
911.38,-1.18,0.31,-3.86,0.000115539758368875,0.00776685334651619,ENSG00000167749,KLK4,19,2,2,2,trans_gene,A Metastasis vs. A Primary
223.2,-1.82,0.49,-3.72,0.000196670798829017,0.0105025718553245,ENSG00000167751,KLK2,19,2,2,2,trans_gene,A Metastasis vs. A Primary
218.82,-2.1,0.68,-3.07,0.0021371469233164,0.0370500746329141,ENSG00000167772,ANGPTL4,19,2,2,2,trans_gene,A Metastasis vs. A Primary
5.03,5.15,2.4,2.14,0.0320659769033338,,ENSG00000167941,SOST,17,2,2,2,trans_gene,A Metastasis vs. A Primary
66.17,-1.85,0.6,-3.09,0.00200197165273631,,ENSG00000167984,NLRC3,16,3,3,3,trans_gene,A Metastasis vs. A Primary
89.36,1.62,0.62,2.6,0.00925427768690967,,ENSG00000168016,TRANK1,3,2,2,2,trans_gene,A Metastasis vs. A Primary
107.11,-1.65,0.54,-3.06,0.00217871343675899,,ENSG00000168062,BATF2,11,2,2,2,trans_gene,A Metastasis vs. A Primary
14.83,6.71,1.85,3.63,0.00028345942771385,,ENSG00000168280,KIF5C,2,2,2,2,trans_gene,A Metastasis vs. A Primary
29.46,6.24,1.85,3.37,0.000757982896259295,,ENSG00000168334,XIRP1,3,2,2,2,trans_gene,A Metastasis vs. A Primary
350.86,-1.05,0.39,-2.7,0.00691586943702553,0.0681445111520911,ENSG00000168389,MFSD2A,1,2,2,2,trans_gene,A Metastasis vs. A Primary
43.23,5.78,1.39,4.14,3.40030123601237e-05,,ENSG00000168530,MYL1,2,2,2,2,trans_gene,A Metastasis vs. A Primary
1122.54,-1.02,0.44,-2.34,0.0191718121969181,0.110332824515666,ENSG00000168653,NDUFS5,1,2,2,2,trans_gene,A Metastasis vs. A Primary
758.89,1.12,0.35,3.18,0.00147795681318608,0.0317402502681003,ENSG00000168743,NPNT,4,2,2,2,trans_gene,A Metastasis vs. A Primary
3061.26,1.06,0.29,3.71,0.000210288891256598,0.010950080879483,ENSG00000168769,TET2,4,2,2,2,trans_gene,A Metastasis vs. A Primary
152.91,1.18,0.42,2.79,0.00524972938102083,,ENSG00000168807,SNTB2,16,2,2,2,trans_gene,A Metastasis vs. A Primary
834.65,-1.31,0.44,-3,0.0026911101048971,0.0417523464004917,ENSG00000169020,ATP5I,4,2,2,2,trans_gene,A Metastasis vs. A Primary
170.48,1.42,0.39,3.61,0.000306917454864732,0.0137259041842567,ENSG00000169181,GSG1L,16,3,3,3,trans_gene,A Metastasis vs. A Primary
909,1.14,0.24,4.77,1.83535996991184e-06,0.000622835806054888,ENSG00000169255,B3GALNT1,3,2,2,2,trans_gene,A Metastasis vs. A Primary
178.26,1.26,0.39,3.22,0.00129164725007875,0.0296722368984242,ENSG00000169330,KIAA1024,15,2,2,2,trans_gene,A Metastasis vs. A Primary
4.61,-5.04,2.46,-2.05,0.04076064101806,,ENSG00000169402,RSPH10B2,7,2,3,3,trans_gene,A Metastasis vs. A Primary
7.73,-4.23,2.02,-2.09,0.0363175983022218,,ENSG00000169469,SPRR1B,1,5,5,5,trans_gene,A Metastasis vs. A Primary
13.04,4,1.69,2.37,0.0180186843290625,,ENSG00000169499,PLEKHA2,8,2,2,2,trans_gene,A Metastasis vs. A Primary
1194.3,1.37,0.39,3.51,0.000441859088724568,0.0163359218559899,ENSG00000169554,ZEB2,2,2,2,2,trans_gene,A Metastasis vs. A Primary
80.9,1.52,0.76,1.99,0.0462704669548021,,ENSG00000169851,PCDH7,4,2,2,2,trans_gene,A Metastasis vs. A Primary
113.8,1.12,0.5,2.25,0.0247374392027754,,ENSG00000169896,ITGAM,16,3,3,3,trans_gene,A Metastasis vs. A Primary
56.39,3.48,0.96,3.61,0.000307623517043771,,ENSG00000170265,ZNF282,7,2,3,3,trans_gene,A Metastasis vs. A Primary
783.46,1,0.32,3.14,0.00167824644794097,0.0332921791215088,ENSG00000170325,PRDM10,11,2,2,2,trans_gene,A Metastasis vs. A Primary
187.05,-1.31,0.34,-3.8,0.00014316639114973,0.00887334907219206,ENSG00000170523,KRT83,12,2,2,2,trans_gene,A Metastasis vs. A Primary
70.83,1.53,0.64,2.39,0.0166495968876672,,ENSG00000170961,HAS2,8,7,7,7,trans_gene,A Metastasis vs. A Primary
410.87,1.09,0.41,2.67,0.00764674447579376,0.0713497327764781,ENSG00000171320,ESCO2,8,2,2,2,trans_gene,A Metastasis vs. A Primary
724.94,1.07,0.29,3.64,0.000270179230681929,0.0125266820054932,ENSG00000171451,DSEL,18,2,2,2,trans_gene,A Metastasis vs. A Primary
279.68,1.18,0.41,2.87,0.00405722881022904,0.0525069917085144,ENSG00000171517,LPAR3,1,2,2,2,trans_gene,A Metastasis vs. A Primary
96.05,2.06,0.72,2.87,0.00405351192710475,,ENSG00000171570,RAB4B-EGLN2,19,,,,trans_gene,A Metastasis vs. A Primary
222.27,1.14,0.36,3.17,0.00151838942699544,0.0321205265453911,ENSG00000171827,ZNF570,19,2,2,2,trans_gene,A Metastasis vs. A Primary
4731.31,-1.06,0.4,-2.67,0.00755730553518299,0.0709653705741659,ENSG00000171858,RPS21,20,2,2,2,trans_gene,A Metastasis vs. A Primary
1152.18,1.67,0.36,4.67,3.05140547078033e-06,0.000810947093269606,ENSG00000171914,TLN2,15,2,2,2,trans_gene,A Metastasis vs. A Primary
1140.97,-1.23,0.35,-3.55,0.000386023637997478,0.015041090416045,ENSG00000172382,PRSS27,16,3,3,3,trans_gene,A Metastasis vs. A Primary
20.2,2.96,1.29,2.3,0.0212500158745333,,ENSG00000172399,MYOZ2,4,2,2,2,trans_gene,A Metastasis vs. A Primary
112.78,1.81,0.58,3.14,0.00171017167495855,,ENSG00000172403,SYNPO2,4,2,2,2,trans_gene,A Metastasis vs. A Primary
1158.91,1.07,0.25,4.26,2.03115540576953e-05,0.00299959024244631,ENSG00000172461,FUT9,6,3,3,3,trans_gene,A Metastasis vs. A Primary
1223.79,1.16,0.26,4.46,8.28893954043881e-06,0.00155033772028838,ENSG00000172469,MANEA,6,3,3,3,trans_gene,A Metastasis vs. A Primary
1255.08,1.04,0.31,3.38,0.000719010924909137,0.0215559114881281,ENSG00000172493,AFF1,4,2,2,2,trans_gene,A Metastasis vs. A Primary
4606.16,-1.06,0.43,-2.5,0.0125437466610464,0.0900650045374776,ENSG00000172809,RPL38,17,2,2,2,trans_gene,A Metastasis vs. A Primary
339.34,1.3,0.37,3.49,0.000476031795887054,0.0168824646832159,ENSG00000172817,CYP7B1,8,2,2,2,trans_gene,A Metastasis vs. A Primary
471.15,1.15,0.37,3.15,0.00164978935874959,0.0331676979989288,ENSG00000172840,PDP2,16,2,2,2,trans_gene,A Metastasis vs. A Primary
1074.18,1.12,0.29,3.85,0.000116074451994445,0.00776685334651619,ENSG00000172869,DMXL1,5,2,2,2,trans_gene,A Metastasis vs. A Primary
106.55,1.04,0.52,2,0.0451366124865639,,ENSG00000173068,BNC2,9,4,4,4,trans_gene,A Metastasis vs. A Primary
1264.06,1.22,0.26,4.66,3.1668731029775e-06,0.000810947093269606,ENSG00000173166,RAPH1,2,2,2,2,trans_gene,A Metastasis vs. A Primary
2037.48,-1.09,0.38,-2.85,0.0043080484846688,0.0537210234738259,ENSG00000173272,MZT2A,2,2,2,2,trans_gene,A Metastasis vs. A Primary
80.08,1.89,0.61,3.11,0.00188977581921789,,ENSG00000173698,ADGRG2,X,2,2,2,trans_gene,A Metastasis vs. A Primary
4342.57,-1.11,0.27,-4.05,5.02897002954896e-05,0.00503929744350652,ENSG00000173762,CD7,17,,,,trans_gene,A Metastasis vs. A Primary
497.32,1.04,0.31,3.32,0.00089972281607412,0.0245128533291737,ENSG00000173852,DPY19L1,7,2,3,3,trans_gene,A Metastasis vs. A Primary
2370.18,1.05,0.26,4.07,4.75045916482382e-05,0.00481567733301885,ENSG00000173889,PHC3,3,2,2,2,trans_gene,A Metastasis vs. A Primary
46.85,-2.32,0.74,-3.15,0.00164655666410257,,ENSG00000174562,KLK15,19,2,2,2,trans_gene,A Metastasis vs. A Primary
396.39,-1.1,0.35,-3.1,0.00192905105978325,0.035337379444299,ENSG00000174938,SEZ6L2,16,3,3,3,trans_gene,A Metastasis vs. A Primary
1572.5,3.8,1.56,2.44,0.014730063009603,0.0976724022842968,ENSG00000175084,DES,2,2,2,2,trans_gene,A Metastasis vs. A Primary
11.67,6.36,1.88,3.38,0.000726565518415925,,ENSG00000175336,APOF,12,2,2,2,trans_gene,A Metastasis vs. A Primary
262.04,1.13,0.38,2.95,0.00319242898645791,0.0457991548662429,ENSG00000175548,ALG10B,12,2,2,2,trans_gene,A Metastasis vs. A Primary
127.73,1.33,0.45,2.96,0.00312564149926999,,ENSG00000175556,LONRF3,X,2,2,2,trans_gene,A Metastasis vs. A Primary
21.2,-1.86,0.92,-2.03,0.0423206662506078,,ENSG00000175877,TMEM270,7,2,3,3,trans_gene,A Metastasis vs. A Primary
9206.87,-1.21,0.4,-3.05,0.00228680885196359,0.0388336057044188,ENSG00000176046,NUPR1,16,3,3,3,trans_gene,A Metastasis vs. A Primary
77.85,1.2,0.49,2.44,0.0146228358312614,,ENSG00000176358,TAC4,17,2,2,2,trans_gene,A Metastasis vs. A Primary
169.03,-1.18,0.37,-3.15,0.00164579762319238,0.033143150115534,ENSG00000176485,PLA2G16,11,2,2,2,trans_gene,A Metastasis vs. A Primary
437.62,1.93,0.38,5.07,3.92317137313347e-07,0.000234644879827113,ENSG00000176887,SOX11,2,2,2,2,trans_gene,A Metastasis vs. A Primary
86.89,1.09,0.47,2.29,0.0220835941198444,,ENSG00000176927,EFCAB5,17,2,2,2,trans_gene,A Metastasis vs. A Primary
1129.18,1.31,0.41,3.16,0.00156898626994831,0.032409764218425,ENSG00000176994,SMCR8,17,2,2,2,trans_gene,A Metastasis vs. A Primary
265.97,1.03,0.35,2.98,0.00289195409937335,0.0433503194695538,ENSG00000177034,MTX3,5,1,1,1,trans_gene,A Metastasis vs. A Primary
137.54,1.52,0.55,2.78,0.00545597911878,,ENSG00000177238,TRIM72,16,3,3,3,trans_gene,A Metastasis vs. A Primary
13.53,-5.09,1.78,-2.85,0.00431611367780632,,ENSG00000177519,RPRM,2,2,2,2,trans_gene,A Metastasis vs. A Primary
2779.72,1.07,0.23,4.62,3.88374843358021e-06,0.000929147975249728,ENSG00000177888,ZBTB41,1,4,4,4,trans_gene,A Metastasis vs. A Primary
20993.68,-1.28,0.41,-3.13,0.00176102288326656,0.0339216678416015,ENSG00000177954,RPS27,1,5,5,5,trans_gene,A Metastasis vs. A Primary
919.09,1.08,0.25,4.41,1.051113497089e-05,0.00180069163827214,ENSG00000177990,DPY19L2,12,2,2,2,trans_gene,A Metastasis vs. A Primary
517.51,1.08,0.26,4.15,3.31781563080511e-05,0.00388748765121715,ENSG00000178177,LCORL,4,2,2,2,trans_gene,A Metastasis vs. A Primary
120.22,1.21,0.53,2.3,0.0213017881562119,,ENSG00000178502,KLHL11,17,2,2,2,trans_gene,A Metastasis vs. A Primary
122.65,1.1,0.47,2.32,0.0202888210928037,,ENSG00000178538,CA8,8,2,2,2,trans_gene,A Metastasis vs. A Primary
104.65,1.23,0.45,2.74,0.00615555229878562,,ENSG00000178662,CSRNP3,2,2,2,2,trans_gene,A Metastasis vs. A Primary
437.31,1.01,0.27,3.73,0.00018929872947467,0.0104349834192443,ENSG00000178695,KCTD12,13,2,2,2,trans_gene,A Metastasis vs. A Primary
20.17,4.04,1.28,3.15,0.00162882375035768,,ENSG00000178726,THBD,20,2,2,2,trans_gene,A Metastasis vs. A Primary
234.69,-1.31,0.57,-2.29,0.0221163551190558,0.117733027787715,ENSG00000178776,C5orf46,5,2,2,2,trans_gene,A Metastasis vs. A Primary
386.11,1.08,0.32,3.41,0.000661236239638768,0.0204385217017027,ENSG00000178852,EFCAB13,17,2,2,2,trans_gene,A Metastasis vs. A Primary
908.45,-1.07,0.42,-2.53,0.011378769348229,0.0851973197587541,ENSG00000179085,DPM3,1,5,5,5,trans_gene,A Metastasis vs. A Primary
88.56,1.07,0.51,2.09,0.0366205379438485,,ENSG00000179542,SLITRK4,X,2,2,2,trans_gene,A Metastasis vs. A Primary
1786.23,1.16,0.27,4.29,1.8095979520974e-05,0.00277518085935758,ENSG00000179869,ABCA13,7,2,3,3,trans_gene,A Metastasis vs. A Primary
970.29,1.01,0.24,4.23,2.3087034018229e-05,0.00317433449340294,ENSG00000180008,SOCS4,14,1,1,1,trans_gene,A Metastasis vs. A Primary
94.49,1.07,0.52,2.07,0.0387142124711358,,ENSG00000180071,ANKRD18A,9,4,4,4,trans_gene,A Metastasis vs. A Primary
76.88,-1.57,0.61,-2.56,0.0105597127052361,,ENSG00000180096,SEPT1,16,3,3,3,trans_gene,A Metastasis vs. A Primary
48.29,-1.2,0.6,-1.99,0.0461116796190263,,ENSG00000180475,OR10Q1,11,2,2,2,trans_gene,A Metastasis vs. A Primary
695.6,1.09,0.31,3.56,0.000373957061649929,0.0147632817539817,ENSG00000180488,MIGA1,1,2,2,2,trans_gene,A Metastasis vs. A Primary
650.51,1.65,0.4,4.14,3.53230836972746e-05,0.00406283391525768,ENSG00000180776,ZDHHC20,13,2,2,2,trans_gene,A Metastasis vs. A Primary
229.72,1.07,0.51,2.1,0.0353720708875995,0.150791415522974,ENSG00000180828,BHLHE22,8,2,2,2,trans_gene,A Metastasis vs. A Primary
17590.3,1.58,0.44,3.56,0.000366662359177848,0.0146346193223478,ENSG00000181143,MUC16,19,2,2,2,trans_gene,A Metastasis vs. A Primary
356.43,-1.15,0.43,-2.66,0.00788170849966517,0.0719169696541325,ENSG00000181218,HIST3H2A,1,5,5,5,trans_gene,A Metastasis vs. A Primary
29.6,1.71,0.78,2.19,0.0288361045023792,,ENSG00000181619,GPR135,14,1,1,1,trans_gene,A Metastasis vs. A Primary
438.42,1.27,0.32,3.92,8.67810895078921e-05,0.00687467147479076,ENSG00000182141,ZNF708,19,2,2,2,trans_gene,A Metastasis vs. A Primary
42.3,1.34,0.65,2.06,0.0390260653321654,,ENSG00000182230,FAM153B,5,2,2,2,trans_gene,A Metastasis vs. A Primary
226.1,1.07,0.32,3.3,0.000961699019511807,0.0256782224808041,ENSG00000182405,PGBD4,15,2,2,2,trans_gene,A Metastasis vs. A Primary
64.92,1.15,0.52,2.2,0.0277387255038626,,ENSG00000182752,PAPPA,9,3,3,3,trans_gene,A Metastasis vs. A Primary
1539.21,-1.63,0.49,-3.31,0.00092540148652144,0.0248756237792572,ENSG00000182774,RPS17,15,2,2,2,trans_gene,A Metastasis vs. A Primary
61.56,-1.32,0.66,-2.01,0.0446214568842556,,ENSG00000182853,VMO1,17,2,2,2,trans_gene,A Metastasis vs. A Primary
25.93,-1.79,0.87,-2.06,0.0389865052222014,,ENSG00000182950,ODF3L1,15,2,2,2,trans_gene,A Metastasis vs. A Primary
87.44,1.24,0.6,2.08,0.0371460649009156,,ENSG00000183023,SLC8A1,2,2,2,2,trans_gene,A Metastasis vs. A Primary
631.35,5.11,1.57,3.26,0.00111202866553261,0.0278519440841867,ENSG00000183091,NEB,2,2,2,2,trans_gene,A Metastasis vs. A Primary
598.18,-4.48,0.52,-8.69,3.55713371918273e-18,1.41834778496213e-14,ENSG00000183684,ALYREF,17,,,,trans_gene,A Metastasis vs. A Primary
1464.71,1.04,0.29,3.58,0.000341286285746028,0.014224622125763,ENSG00000183808,RBM12B,8,2,2,2,trans_gene,A Metastasis vs. A Primary
138.32,1.21,0.44,2.74,0.00608577189152775,,ENSG00000183850,ZNF730,19,2,2,2,trans_gene,A Metastasis vs. A Primary
33.14,1.72,0.87,1.98,0.0475021826823946,,ENSG00000183873,SCN5A,3,2,2,2,trans_gene,A Metastasis vs. A Primary
199.77,1.79,0.58,3.11,0.00189615388513828,0.0351878229642399,ENSG00000184258,CDR1,X,,,,trans_gene,A Metastasis vs. A Primary
916.03,1,0.32,3.14,0.00168786157582391,0.0334274837251748,ENSG00000184675,AMER1,X,2,2,2,trans_gene,A Metastasis vs. A Primary
50.13,2.14,0.73,2.94,0.00329047150917218,,ENSG00000184937,WT1,11,2,2,2,trans_gene,A Metastasis vs. A Primary
37.49,1.68,0.85,1.98,0.0481627068662235,,ENSG00000185070,FLRT2,14,1,1,1,trans_gene,A Metastasis vs. A Primary
48.71,1.67,0.72,2.33,0.0199801574526167,,ENSG00000185261,KIAA0825,5,1,1,1,trans_gene,A Metastasis vs. A Primary
1154.35,1.13,0.28,4.12,3.86542014851283e-05,0.00421677435032002,ENSG00000185697,MYBL1,8,2,2,2,trans_gene,A Metastasis vs. A Primary
2629.71,1.14,0.25,4.57,4.97576068355064e-06,0.00108218271448423,ENSG00000185728,YTHDF3,8,2,2,2,trans_gene,A Metastasis vs. A Primary
3128.46,1.12,0.2,5.55,2.92368930720614e-08,3.49731714927998e-05,ENSG00000185946,RNPC3,1,2,2,2,trans_gene,A Metastasis vs. A Primary
259.38,-1.04,0.47,-2.18,0.0289990728083727,0.135608643054634,ENSG00000186007,LEMD1,1,4,4,4,trans_gene,A Metastasis vs. A Primary
98.47,1.32,0.45,2.94,0.00325979240136165,,ENSG00000186047,DLEU7,13,2,2,2,trans_gene,A Metastasis vs. A Primary
24.86,4.36,1.53,2.85,0.00436781514324859,,ENSG00000186439,TRDN,6,3,3,3,trans_gene,A Metastasis vs. A Primary
554.54,1.35,0.34,3.94,8.27266168148324e-05,0.00672000800366603,ENSG00000186472,PCLO,7,2,3,3,trans_gene,A Metastasis vs. A Primary
61.38,1.34,0.58,2.31,0.0211616720590211,,ENSG00000186564,FOXD2,1,2,2,2,trans_gene,A Metastasis vs. A Primary
2031.42,-1.01,0.31,-3.29,0.00100962182304086,0.0263692057799449,ENSG00000186847,KRT14,17,2,2,2,trans_gene,A Metastasis vs. A Primary
70.6,1.1,0.52,2.1,0.0359791507858228,,ENSG00000187048,CYP4A11,1,2,2,2,trans_gene,A Metastasis vs. A Primary
489.84,1.3,0.31,4.13,3.66548557740393e-05,0.00417586080732436,ENSG00000187079,TEAD1,11,2,2,2,trans_gene,A Metastasis vs. A Primary
11.6,-3.16,1.39,-2.27,0.0229767743912913,,ENSG00000187094,CCK,3,2,2,2,trans_gene,A Metastasis vs. A Primary
30.13,-2.37,0.91,-2.61,0.00903013350309922,,ENSG00000187122,SLIT1,10,2,2,2,trans_gene,A Metastasis vs. A Primary
497.41,1.22,0.26,4.62,3.8711930851331e-06,0.000929147975249728,ENSG00000187699,C2orf88,2,2,2,2,trans_gene,A Metastasis vs. A Primary
170.57,-1.23,0.59,-2.08,0.0372166496060321,0.155307211873265,ENSG00000187733,AMY1C,1,2,2,2,trans_gene,A Metastasis vs. A Primary
151.57,1.3,0.45,2.89,0.00384727904496934,,ENSG00000187790,FANCM,14,1,1,1,trans_gene,A Metastasis vs. A Primary
3537.82,-1.15,0.4,-2.87,0.00416742989374774,0.0528394855567703,ENSG00000187840,EIF4EBP1,8,2,2,2,trans_gene,A Metastasis vs. A Primary
684.86,1.18,0.33,3.63,0.000286811834689594,0.0130948212464005,ENSG00000188064,WNT7B,22,2,2,2,trans_gene,A Metastasis vs. A Primary
172.22,1.02,0.4,2.57,0.0101502618949179,0.0805155389834267,ENSG00000188107,EYS,6,3,3,3,trans_gene,A Metastasis vs. A Primary
1064.2,-1.03,0.38,-2.69,0.00721034430917751,0.0696689326545892,ENSG00000188186,LAMTOR4,7,2,3,3,trans_gene,A Metastasis vs. A Primary
92.71,3.32,0.88,3.77,0.000162812539516437,,ENSG00000188219,POTEE,2,2,2,2,trans_gene,A Metastasis vs. A Primary
82.48,1.01,0.51,1.98,0.0476368756092914,,ENSG00000188517,COL25A1,4,2,2,2,trans_gene,A Metastasis vs. A Primary
19.08,-7.09,1.85,-3.84,0.000125017799883049,,ENSG00000188629,ZNF177,19,2,2,2,trans_gene,A Metastasis vs. A Primary
7004.85,1.25,0.24,5.15,2.64185559869894e-07,0.000225727690511691,ENSG00000188647,PTAR1,9,1,1,1,trans_gene,A Metastasis vs. A Primary
