baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ensembl_gene_id,symbol,chr,copy_number_state_cloneA,copy_number_state_cloneB,copy_number_state_cloneC,gene_type,description
76.67,-1.41,0.68,-2.09,0.0363776784957481,0.0969016003525339,ENSG00000078814,MYH7B,20,2,2,2,trans_gene,B Primary vs. A Primary
308.16,2.21,0.53,4.21,2.56621048198897e-05,0.000378294357753306,ENSG00000079215,SLC1A3,5,3,3,4,trans_gene,B Primary vs. A Primary
422.11,-1.05,0.29,-3.67,0.000246310032162704,0.00218911151059757,ENSG00000079337,RAPGEF3,12,2,2,2,trans_gene,B Primary vs. A Primary
65.25,-1.29,0.58,-2.24,0.0251170412765777,0.0732776222782583,ENSG00000081853,PCDHGA2,5,2,2,2,trans_gene,B Primary vs. A Primary
67.65,-1.48,0.56,-2.65,0.00804209468801515,0.0314141534455819,ENSG00000082397,EPB41L3,18,2,2,2,trans_gene,B Primary vs. A Primary
4096.67,-1.05,0.24,-4.31,1.6643451744827e-05,0.000268085255908095,ENSG00000082805,ERC1,12,3,3,3,trans_gene,B Primary vs. A Primary
102.06,-1.5,0.6,-2.51,0.0121978600176923,0.0429089138753303,ENSG00000083814,ZNF671,19,2,2,2,trans_gene,B Primary vs. A Primary
198.91,1.35,0.67,2.01,0.0444291090224336,0.112273020430411,ENSG00000084110,HAL,12,2,2,2,trans_gene,B Primary vs. A Primary
783.39,-1.02,0.28,-3.62,0.000295561068535326,0.00251718616021798,ENSG00000084636,COL16A1,1,1,1,1,trans_gene,B Primary vs. A Primary
881.86,-1.61,0.22,-7.2,6.09829342002855e-13,1.43086291278603e-10,ENSG00000084731,KIF3C,2,2,2,2,trans_gene,B Primary vs. A Primary
58.96,-1.89,0.75,-2.52,0.0118629458796134,0.0420036599831984,ENSG00000085276,MECOM,3,2,2,2,trans_gene,B Primary vs. A Primary
269.49,1.12,0.32,3.52,0.000434013934529949,0.00342491489367299,ENSG00000086300,SNX10,7,2,3,3,cis_gene,B Primary vs. A Primary
13696.42,-1.11,0.24,-4.58,4.69683318577241e-06,9.7553960064222e-05,ENSG00000086548,CEACAM6,19,2,2,2,trans_gene,B Primary vs. A Primary
430.74,-1.26,0.28,-4.5,6.93157734823077e-06,0.000133093670356824,ENSG00000087076,HSD17B14,19,2,2,2,trans_gene,B Primary vs. A Primary
2495.64,-1.1,0.18,-5.96,2.49348754257792e-09,1.99450668320522e-07,ENSG00000087111,PIGS,17,2,2,2,trans_gene,B Primary vs. A Primary
385.14,-1.05,0.37,-2.81,0.00495107714651643,0.0219569819462958,ENSG00000087116,ADAMTS2,5,2,2,2,trans_gene,B Primary vs. A Primary
242.73,-1.06,0.32,-3.33,0.000859124616429035,0.00585135769235025,ENSG00000088002,SULT2B1,19,2,2,2,trans_gene,B Primary vs. A Primary
1039.17,-1.37,0.3,-4.5,6.71614631262074e-06,0.000129876246963015,ENSG00000088538,DOCK3,3,2,2,2,trans_gene,B Primary vs. A Primary
584.46,-1.05,0.28,-3.74,0.000187470657304762,0.00178495917901878,ENSG00000088854,C20orf194,20,2,2,2,trans_gene,B Primary vs. A Primary
1224.42,-1.1,0.27,-4.08,4.50965299667272e-05,0.000586213249188907,ENSG00000088888,MAVS,20,2,2,2,trans_gene,B Primary vs. A Primary
3621.62,-1.09,0.2,-5.36,8.51656984271765e-08,3.83898960769247e-06,ENSG00000089159,PXN,12,2,2,2,trans_gene,B Primary vs. A Primary
70.86,-1.56,0.54,-2.9,0.00375216532597556,0.0177975011654596,ENSG00000089225,TBX5,12,2,2,2,trans_gene,B Primary vs. A Primary
106.64,-1.3,0.52,-2.5,0.012295484081681,0.0431875810633496,ENSG00000089847,ANKRD24,19,2,2,2,trans_gene,B Primary vs. A Primary
335.16,-1.16,0.36,-3.22,0.0012715108851778,0.00795570232957023,ENSG00000090339,ICAM1,19,2,2,2,trans_gene,B Primary vs. A Primary
1951.55,-1.07,0.29,-3.67,0.000244809752838921,0.00217852825566772,ENSG00000090857,PDPR,16,2,2,2,trans_gene,B Primary vs. A Primary
206.69,-1.08,0.36,-2.97,0.0030047505037353,0.015021618462921,ENSG00000090924,PLEKHG2,19,2,2,2,trans_gene,B Primary vs. A Primary
1791.71,-2.29,0.37,-6.13,8.68010670830313e-10,8.20124444560346e-08,ENSG00000091513,TF,3,2,2,2,trans_gene,B Primary vs. A Primary
24.21,-2.62,0.9,-2.92,0.00350504424177505,,ENSG00000091592,NLRP1,17,2,2,2,trans_gene,B Primary vs. A Primary
38.27,-1.35,0.69,-1.96,0.0494327918846755,0.120827744688143,ENSG00000091879,ANGPT2,8,2,2,2,trans_gene,B Primary vs. A Primary
166.5,-1.18,0.39,-3.03,0.00242678875448437,0.0128630768394695,ENSG00000092421,SEMA6A,5,1,1,1,trans_gene,B Primary vs. A Primary
11061.34,-1.1,0.18,-6.02,1.71132050127849e-09,1.42556035603542e-07,ENSG00000092929,UNC13D,17,2,2,2,trans_gene,B Primary vs. A Primary
1432.61,-1.01,0.23,-4.36,1.2885853717851e-05,0.000218299697520947,ENSG00000094631,HDAC6,X,2,2,2,trans_gene,B Primary vs. A Primary
2058.49,-1.24,0.35,-3.51,0.000441370222799016,0.00346419700859543,ENSG00000095066,HOOK2,19,2,2,2,trans_gene,B Primary vs. A Primary
1137.1,1.34,0.24,5.47,4.53088107643233e-08,2.31599535972855e-06,ENSG00000095209,TMEM38B,9,3,3,3,trans_gene,B Primary vs. A Primary
168.3,-1.29,0.43,-3.01,0.00257168185874651,0.013450210088884,ENSG00000095303,PTGS1,9,3,3,3,trans_gene,B Primary vs. A Primary
248.75,-2.26,0.42,-5.33,9.88152488431222e-08,4.38839455272389e-06,ENSG00000096996,IL12RB1,19,2,2,2,trans_gene,B Primary vs. A Primary
1545,-1.05,0.33,-3.14,0.00167665680978316,0.00979011802908638,ENSG00000099326,MZF1,19,2,2,2,trans_gene,B Primary vs. A Primary
1348.19,-1.28,0.19,-6.61,3.85024918232636e-11,5.16226742750386e-09,ENSG00000099812,MISP,19,2,2,2,trans_gene,B Primary vs. A Primary
2457.33,-1.03,0.26,-3.99,6.50161225855154e-05,0.000789729916961938,ENSG00000099814,CEP170B,14,1,1,1,trans_gene,B Primary vs. A Primary
5231.45,-1.01,0.17,-5.97,2.40280059985896e-09,1.93295010541796e-07,ENSG00000099864,PALM,19,2,2,2,trans_gene,B Primary vs. A Primary
473.5,-1.59,0.37,-4.32,1.54505848613061e-05,0.000252628726686954,ENSG00000099866,MADCAM1,19,2,2,2,trans_gene,B Primary vs. A Primary
418.39,-1.19,0.39,-3.08,0.00207513261264195,0.0115059932732467,ENSG00000099889,ARVCF,22,2,2,2,trans_gene,B Primary vs. A Primary
2409.96,-1.1,0.23,-4.83,1.36173353479446e-06,3.70802412047127e-05,ENSG00000100014,SPECC1L,22,2,2,2,trans_gene,B Primary vs. A Primary
264.9,-1.38,0.34,-4.03,5.53312444566369e-05,0.000689949742657692,ENSG00000100027,YPEL1,22,2,2,2,trans_gene,B Primary vs. A Primary
128.48,-1.01,0.45,-2.27,0.0230897497785164,0.0687969041260308,ENSG00000100068,LRP5L,22,2,2,2,trans_gene,B Primary vs. A Primary
2449.1,-1,0.2,-5.07,4.03495196329064e-07,1.38885216966273e-05,ENSG00000100105,PATZ1,22,2,2,2,trans_gene,B Primary vs. A Primary
690.34,-1.03,0.27,-3.85,0.000117714815745773,0.00123855693278699,ENSG00000100150,DEPDC5,22,2,2,2,trans_gene,B Primary vs. A Primary
3834.75,-1.24,0.19,-6.59,4.38332611494903e-11,5.7671462660049e-09,ENSG00000100220,RTCB,22,2,2,2,trans_gene,B Primary vs. A Primary
5114.78,-1.02,0.21,-4.87,1.12446371873465e-06,3.17238481610149e-05,ENSG00000100227,POLDIP3,22,2,2,2,trans_gene,B Primary vs. A Primary
5958.1,-1.05,0.18,-5.78,7.6495644533484e-09,5.00886364531343e-07,ENSG00000100266,PACSIN2,22,2,2,2,trans_gene,B Primary vs. A Primary
608.92,-1.26,0.26,-4.9,9.50066507132723e-07,2.7634372494658e-05,ENSG00000100307,CBX7,22,2,2,2,trans_gene,B Primary vs. A Primary
3254.66,-1.03,0.27,-3.85,0.000120491830846983,0.00125443550253345,ENSG00000100320,RBFOX2,22,2,2,2,trans_gene,B Primary vs. A Primary
1989.33,-1.08,0.21,-5.08,3.7656941124179e-07,1.32203096545185e-05,ENSG00000100330,MTMR3,22,2,2,2,trans_gene,B Primary vs. A Primary
182,-1.43,0.39,-3.69,0.00022353945213757,0.00202452740540018,ENSG00000100351,GRAP2,22,2,2,2,trans_gene,B Primary vs. A Primary
5658.84,-1,0.21,-4.82,1.43417873149756e-06,3.8604910481879e-05,ENSG00000100401,RANGAP1,22,2,2,2,trans_gene,B Primary vs. A Primary
1284.39,-1.12,0.22,-5.19,2.10983690638567e-07,8.36044947852122e-06,ENSG00000100422,CERK,22,2,2,2,trans_gene,B Primary vs. A Primary
165.3,1.31,0.43,3.07,0.00215961620826584,0.0118418534705596,ENSG00000100473,COCH,14,1,1,1,trans_gene,B Primary vs. A Primary
230.16,-1.05,0.36,-2.9,0.00369366578787445,0.0175673739735461,ENSG00000100504,PYGL,14,1,1,1,trans_gene,B Primary vs. A Primary
1061.62,1,0.21,4.77,1.83413733067843e-06,4.61089023951624e-05,ENSG00000100528,CNIH1,14,1,1,1,trans_gene,B Primary vs. A Primary
222.83,-1.12,0.45,-2.5,0.0123866153132278,0.0434101992481007,ENSG00000100767,PAPLN,14,1,1,1,trans_gene,B Primary vs. A Primary
39.19,-2.33,0.86,-2.72,0.00658317628169072,0.0270671599572552,ENSG00000100784,RPS6KA5,14,1,1,1,trans_gene,B Primary vs. A Primary
1354.17,-1.17,0.19,-6.01,1.83645483900461e-09,1.52080066020629e-07,ENSG00000100897,DCAF11,14,1,1,1,trans_gene,B Primary vs. A Primary
2253.95,-1.03,0.27,-3.82,0.000135477080664689,0.0013711332434202,ENSG00000100968,NFATC4,14,1,1,1,trans_gene,B Primary vs. A Primary
572.46,-1.13,0.27,-4.23,2.35593023436401e-05,0.000350230051102181,ENSG00000101004,NINL,20,1,1,1,trans_gene,B Primary vs. A Primary
55.19,-1.21,0.6,-2.01,0.0446497621364961,0.112668820820504,ENSG00000101115,SALL4,20,2,2,2,trans_gene,B Primary vs. A Primary
1421.47,1.5,0.23,6.58,4.71277546563168e-11,6.14319009307063e-09,ENSG00000101132,PFDN4,20,2,2,2,trans_gene,B Primary vs. A Primary
3792.29,-1.21,0.2,-6.19,6.12545192709665e-10,6.03035749857809e-08,ENSG00000101199,ARFGAP1,20,2,2,2,trans_gene,B Primary vs. A Primary
468.59,-1.56,0.32,-4.86,1.14701486860446e-06,3.22953506404273e-05,ENSG00000101298,SNPH,20,2,2,2,trans_gene,B Primary vs. A Primary
2361.25,-1.01,0.21,-4.83,1.36557818132525e-06,3.71131460167893e-05,ENSG00000101350,KIF3B,20,2,2,2,trans_gene,B Primary vs. A Primary
976.31,-3.41,0.31,-10.89,1.33395081355697e-27,2.08659550591722e-24,ENSG00000101439,CST3,20,2,2,2,trans_gene,B Primary vs. A Primary
440.92,-1.23,0.31,-3.91,9.31728804591351e-05,0.00103772769865799,ENSG00000101577,LPIN2,18,2,2,2,trans_gene,B Primary vs. A Primary
2150.92,-1,0.23,-4.35,1.33543612452983e-05,0.000224883609582905,ENSG00000101654,RNMT,18,2,2,2,trans_gene,B Primary vs. A Primary
970.83,-1.09,0.34,-3.21,0.00130896086394756,0.00812144162302943,ENSG00000101670,LIPG,18,2,2,2,trans_gene,B Primary vs. A Primary
613.42,-1.01,0.23,-4.31,1.62201429016432e-05,0.000262770048065976,ENSG00000101871,MID1,X,2,2,2,trans_gene,B Primary vs. A Primary
2723.23,-1.03,0.19,-5.46,4.78226478243872e-08,2.41307253072302e-06,ENSG00000101940,WDR13,X,2,2,2,trans_gene,B Primary vs. A Primary
78.49,-1.21,0.58,-2.1,0.0356837954949974,0.0954324606722215,ENSG00000102057,KCND1,X,2,2,2,trans_gene,B Primary vs. A Primary
133.59,1.18,0.44,2.68,0.00745987011243158,0.029693915192653,ENSG00000102098,SCML2,X,2,2,2,trans_gene,B Primary vs. A Primary
460.64,-2.83,0.37,-7.72,1.14910122896647e-14,4.14796079522819e-12,ENSG00000102109,PCSK1N,X,2,2,2,trans_gene,B Primary vs. A Primary
169.88,-1.19,0.55,-2.18,0.0295885558046084,0.0828950624113983,ENSG00000102125,TAZ,X,2,2,2,trans_gene,B Primary vs. A Primary
446.56,-1.15,0.3,-3.83,0.000126825780147176,0.00129945657417172,ENSG00000102359,SRPX2,X,2,2,2,trans_gene,B Primary vs. A Primary
124.6,-1.45,0.44,-3.32,0.000904406959723577,0.00609198142535336,ENSG00000102445,RUBCNL,13,2,2,2,trans_gene,B Primary vs. A Primary
1166.84,-1.2,0.21,-5.84,5.13725198341478e-09,3.65263805164208e-07,ENSG00000102575,ACP5,19,2,2,2,trans_gene,B Primary vs. A Primary
94.1,1.48,0.65,2.28,0.0223947948206896,0.0673662225396728,ENSG00000102854,MSLN,16,3,3,3,trans_gene,B Primary vs. A Primary
3050.03,-1,0.17,-5.81,6.08944435509852e-09,4.21046740503824e-07,ENSG00000102890,ELMO3,16,2,2,2,trans_gene,B Primary vs. A Primary
256.16,-1.02,0.31,-3.34,0.000840665228206249,0.00575626706356399,ENSG00000102962,CCL22,16,2,2,2,trans_gene,B Primary vs. A Primary
49.72,-1.23,0.63,-1.97,0.048510776799151,0.119352449454465,ENSG00000102970,CCL17,16,2,2,2,trans_gene,B Primary vs. A Primary
611.02,-1.02,0.23,-4.42,9.68827393043867e-06,0.000174190958355959,ENSG00000102984,ZNF821,16,2,2,2,trans_gene,B Primary vs. A Primary
1081.93,-1.23,0.26,-4.74,2.13075458361683e-06,5.18078808776473e-05,ENSG00000103199,ZNF500,16,3,3,3,trans_gene,B Primary vs. A Primary
3614.77,-1,0.23,-4.43,9.36476042581518e-06,0.000169238892521985,ENSG00000103222,ABCC1,16,3,3,3,trans_gene,B Primary vs. A Primary
1273.52,-1.03,0.19,-5.34,9.11612219292675e-08,4.07418311847691e-06,ENSG00000103264,FBXO31,16,2,2,2,trans_gene,B Primary vs. A Primary
2830.34,-1.13,0.24,-4.77,1.85748539332171e-06,4.6447032623771e-05,ENSG00000103657,HERC1,15,2,2,2,trans_gene,B Primary vs. A Primary
76.91,-1.46,0.55,-2.65,0.00810753854403454,0.0315909016393353,ENSG00000103888,CEMIP,15,2,2,2,trans_gene,B Primary vs. A Primary
273.02,-1.23,0.36,-3.43,0.000605515357179244,0.00444444483752314,ENSG00000104081,BMF,15,1,1,1,trans_gene,B Primary vs. A Primary
996.67,-1.46,0.2,-7.15,8.44577037367671e-13,1.88729452889874e-10,ENSG00000104142,VPS18,15,1,1,1,trans_gene,B Primary vs. A Primary
163.96,-1.04,0.5,-2.07,0.0385829233845689,0.101111391550253,ENSG00000104368,PLAT,8,2,2,2,trans_gene,B Primary vs. A Primary
27630.95,-1.51,0.28,-5.33,1.00175925304254e-07,4.43483231582794e-06,ENSG00000104419,NDRG1,8,7,7,7,trans_gene,B Primary vs. A Primary
8207.87,-1.13,0.17,-6.82,8.82765274428845e-12,1.36566698169333e-09,ENSG00000104518,GSDMD,8,7,7,7,trans_gene,B Primary vs. A Primary
1395.01,-1,0.22,-4.59,4.36892240330617e-06,9.24360078779961e-05,ENSG00000104880,ARHGEF18,19,2,2,2,trans_gene,B Primary vs. A Primary
812.06,-1.02,0.23,-4.42,1.00999213723013e-05,0.000179681655563358,ENSG00000104884,ERCC2,19,2,2,2,trans_gene,B Primary vs. A Primary
21.67,-2.78,0.95,-2.91,0.00360796841276589,,ENSG00000104951,IL4I1,19,2,2,2,trans_gene,B Primary vs. A Primary
215.47,-1.02,0.38,-2.65,0.00809697034907129,0.0315755753538127,ENSG00000104953,TLE6,19,2,2,2,trans_gene,B Primary vs. A Primary
36618.52,1.34,0.18,7.5,6.47898578507724e-14,1.98285134526777e-11,ENSG00000105193,RPS16,19,2,2,2,trans_gene,B Primary vs. A Primary
159.25,-1.14,0.36,-3.12,0.00182007744038531,0.0103881286411832,ENSG00000105227,PRX,19,2,2,2,trans_gene,B Primary vs. A Primary
2648.18,-1.04,0.21,-5.01,5.55849807454481e-07,1.80721791901713e-05,ENSG00000105287,PRKD2,19,2,2,2,trans_gene,B Primary vs. A Primary
714.02,-1.11,0.24,-4.63,3.57273879776137e-06,7.87120763613217e-05,ENSG00000105339,DENND3,8,7,7,7,trans_gene,B Primary vs. A Primary
151.74,1.06,0.39,2.72,0.00655083517912652,0.0269814680081168,ENSG00000105427,CNFN,19,2,2,2,trans_gene,B Primary vs. A Primary
76.63,-1.44,0.56,-2.57,0.0101873243338886,0.0374066645728962,ENSG00000105509,HAS1,19,2,2,2,trans_gene,B Primary vs. A Primary
3799.57,-1.14,0.21,-5.47,4.57268198800671e-08,2.32379985090983e-06,ENSG00000105643,ARRDC2,19,2,2,2,trans_gene,B Primary vs. A Primary
283.83,-1.06,0.38,-2.78,0.0054045235322361,0.0234107330113292,ENSG00000105679,GAPDHS,19,2,2,2,trans_gene,B Primary vs. A Primary
4640.58,1.09,0.18,6.13,8.54799904684839e-10,8.15038381825508e-08,ENSG00000105835,NAMPT,7,2,3,3,cis_gene,B Primary vs. A Primary
117.63,1.19,0.43,2.77,0.00558157487885248,0.0239931026395375,ENSG00000105852,PON3,7,2,3,3,cis_gene,B Primary vs. A Primary
1088.77,1.06,0.23,4.7,2.59547690684721e-06,6.08985398243251e-05,ENSG00000106025,TSPAN12,7,2,3,3,cis_gene,B Primary vs. A Primary
21557.18,1.03,0.23,4.42,9.98136208472862e-06,0.000178095837045386,ENSG00000106211,HSPB1,7,2,3,3,cis_gene,B Primary vs. A Primary
1125.2,1.56,0.25,6.37,1.90789804765204e-10,2.21978419130954e-08,ENSG00000106399,RPA3,7,2,3,3,cis_gene,B Primary vs. A Primary
4827.45,1.35,0.17,7.95,1.8723249661132e-15,8.502771249336e-13,ENSG00000106460,TMEM106B,7,2,3,3,cis_gene,B Primary vs. A Primary
4771.85,1.02,0.17,6.01,1.88074596254058e-09,1.54837085734774e-07,ENSG00000106537,TSPAN13,7,2,3,3,cis_gene,B Primary vs. A Primary
942.35,1.64,0.27,6.08,1.19733371746267e-09,1.04049778237281e-07,ENSG00000106546,AHR,7,2,3,3,cis_gene,B Primary vs. A Primary
814.74,-3.34,0.35,-9.48,2.49401465010215e-21,1.67193991638753e-18,ENSG00000106565,TMEM176B,7,2,3,3,cis_gene,B Primary vs. A Primary
2421.25,1.05,0.18,5.78,7.53906530546514e-09,4.95957763412796e-07,ENSG00000106591,MRPL32,7,2,3,3,cis_gene,B Primary vs. A Primary
7042.52,1.2,0.17,7.14,9.66668179473703e-13,2.03115740755683e-10,ENSG00000106615,RHEB,7,2,3,3,cis_gene,B Primary vs. A Primary
1530.18,-1.07,0.36,-2.97,0.0030062913144838,0.0150239861999656,ENSG00000106624,AEBP1,7,2,3,3,cis_gene,B Primary vs. A Primary
158.62,-1.78,0.49,-3.65,0.000262658028777461,0.00230242822486245,ENSG00000106714,CNTNAP3,9,1,1,1,trans_gene,B Primary vs. A Primary
716.61,-1.04,0.24,-4.41,1.05348214738303e-05,0.000183778459366274,ENSG00000106948,AKNA,9,3,3,3,trans_gene,B Primary vs. A Primary
163.1,1.11,0.56,1.99,0.0460742843085791,0.115169349164804,ENSG00000107201,DDX58,9,4,4,4,trans_gene,B Primary vs. A Primary
3696.09,-1.02,0.22,-4.66,3.17164560791036e-06,7.13265604922715e-05,ENSG00000107263,RAPGEF1,9,3,3,3,trans_gene,B Primary vs. A Primary
51.48,-1.58,0.62,-2.57,0.0101447203261845,0.0372921894679994,ENSG00000107295,SH3GL2,9,4,4,4,trans_gene,B Primary vs. A Primary
91.64,-1.72,0.47,-3.64,0.000269248881102123,0.00234559761643298,ENSG00000107518,ATRNL1,10,2,2,2,trans_gene,B Primary vs. A Primary
75.05,-1.63,0.57,-2.85,0.00443172665838935,0.0201322516607955,ENSG00000107551,RASSF4,10,2,2,2,trans_gene,B Primary vs. A Primary
534.45,-1.19,0.28,-4.24,2.23871165939609e-05,0.000335639858796359,ENSG00000107554,DNMBP,10,2,2,2,trans_gene,B Primary vs. A Primary
83.87,-1.07,0.51,-2.07,0.0381785662248953,0.100481932195565,ENSG00000107731,UNC5B,10,2,2,2,trans_gene,B Primary vs. A Primary
141.77,-4.39,0.6,-7.38,1.55598096288493e-13,4.21251922990269e-11,ENSG00000107742,SPOCK2,10,2,2,2,trans_gene,B Primary vs. A Primary
1734.76,-1.45,0.26,-5.61,2.02527345007026e-08,1.17332508765799e-06,ENSG00000107819,SFXN3,10,2,2,2,trans_gene,B Primary vs. A Primary
2763.05,-1.1,0.27,-4.13,3.66994989642393e-05,0.000495355269816453,ENSG00000107957,SH3PXD2A,10,2,2,2,trans_gene,B Primary vs. A Primary
162.73,-1.33,0.51,-2.62,0.0088240125087284,0.0336560412077698,ENSG00000108375,RNF43,17,2,2,2,trans_gene,B Primary vs. A Primary
1347.63,-1.04,0.26,-4,6.30387871558303e-05,0.00077158144942222,ENSG00000108469,RECQL5,17,2,2,2,trans_gene,B Primary vs. A Primary
114.67,-1.36,0.46,-2.97,0.00299802099942183,0.0150055731362981,ENSG00000108511,HOXB6,17,2,2,2,trans_gene,B Primary vs. A Primary
3992.21,-1.09,0.25,-4.34,1.4415719708118e-05,0.000238197772360194,ENSG00000108557,RAI1,17,2,2,2,trans_gene,B Primary vs. A Primary
235.51,1.01,0.34,2.93,0.00334977674054304,0.0162895188094525,ENSG00000108590,MED31,17,2,2,2,trans_gene,B Primary vs. A Primary
5903.02,1.02,0.37,2.74,0.00611903262606897,0.0256992068346656,ENSG00000108679,LGALS3BP,17,2,2,2,trans_gene,B Primary vs. A Primary
1336.82,-1,0.32,-3.12,0.00181858538418059,0.0103862251677462,ENSG00000108799,EZH1,17,2,2,2,trans_gene,B Primary vs. A Primary
261.87,-1.02,0.35,-2.94,0.00332702954418481,0.0162068933989736,ENSG00000108839,ALOX12,17,2,2,2,trans_gene,B Primary vs. A Primary
6.48,5.51,2.43,2.26,0.0235274303015725,,ENSG00000109061,MYH1,17,2,2,2,trans_gene,B Primary vs. A Primary
346.47,-1,0.29,-3.44,0.000590141284955728,0.00436263106214661,ENSG00000109107,ALDOC,17,2,2,2,trans_gene,B Primary vs. A Primary
5247.27,-1.08,0.18,-6.07,1.24850314184031e-09,1.07830841906919e-07,ENSG00000109111,SUPT6H,17,2,2,2,trans_gene,B Primary vs. A Primary
1014.06,-1.16,0.3,-3.91,9.30559681141228e-05,0.00103772769865799,ENSG00000109436,TBC1D9,4,2,2,2,trans_gene,B Primary vs. A Primary
112.62,-1.95,0.46,-4.24,2.24364930758672e-05,0.000336022286725595,ENSG00000109452,INPP4B,4,2,2,2,trans_gene,B Primary vs. A Primary
20404.12,1.26,0.21,6.12,9.37323569429548e-10,8.68134290159814e-08,ENSG00000109475,RPL34,4,2,2,2,trans_gene,B Primary vs. A Primary
64.62,-2.15,0.69,-3.09,0.00200478062184681,0.0111886450417679,ENSG00000109625,CPZ,4,2,2,2,trans_gene,B Primary vs. A Primary
845.44,-2.01,0.29,-6.87,6.6074359103963e-12,1.09434685584187e-09,ENSG00000110042,DTX4,11,2,2,2,trans_gene,B Primary vs. A Primary
1977.48,-1.09,0.22,-4.91,9.15708701781305e-07,2.69391735868039e-05,ENSG00000110237,ARHGEF17,11,2,2,2,trans_gene,B Primary vs. A Primary
187.45,-1.16,0.39,-3,0.00265864514467477,0.0137553863824812,ENSG00000110427,KIAA1549L,11,2,2,2,trans_gene,B Primary vs. A Primary
1115.24,-1.25,0.27,-4.72,2.31422346871661e-06,5.53134770672197e-05,ENSG00000110455,ACCS,11,2,2,2,trans_gene,B Primary vs. A Primary
1748.66,-1.12,0.25,-4.53,5.8589116715508e-06,0.000116829686277751,ENSG00000110514,MADD,11,2,2,2,trans_gene,B Primary vs. A Primary
1010.81,-1.11,0.28,-3.95,7.65714157774278e-05,0.000892361251088268,ENSG00000110697,PITPNM1,11,2,2,2,trans_gene,B Primary vs. A Primary
17181.91,1.13,0.17,6.59,4.30726226093286e-11,5.72053189711442e-09,ENSG00000110700,RPS13,11,2,2,2,trans_gene,B Primary vs. A Primary
5888.85,-1.07,0.17,-6.49,8.57518264057814e-11,1.03180701892358e-08,ENSG00000110721,CHKA,11,2,2,2,trans_gene,B Primary vs. A Primary
296.49,-1.19,0.36,-3.31,0.000925083150946855,0.00620453577848014,ENSG00000110777,POU2AF1,11,2,2,2,trans_gene,B Primary vs. A Primary
284.39,-1.46,0.32,-4.62,3.88774706393249e-06,8.40151710050794e-05,ENSG00000110799,VWF,12,3,3,3,trans_gene,B Primary vs. A Primary
106.42,-1.22,0.46,-2.67,0.00757381521309825,0.0300100162152455,ENSG00000110876,SELPLG,12,2,2,2,trans_gene,B Primary vs. A Primary
217.49,-1.36,0.33,-4.13,3.63278458151229e-05,0.000492700783608189,ENSG00000110900,TSPAN11,12,2,2,2,trans_gene,B Primary vs. A Primary
48.61,-1.38,0.64,-2.16,0.0308394212328897,0.0855988509693654,ENSG00000110944,IL23A,12,2,2,2,trans_gene,B Primary vs. A Primary
3456.63,-1.17,0.19,-6.11,1.00788358416123e-09,9.21362668689731e-08,ENSG00000111110,PPM1H,12,2,2,2,trans_gene,B Primary vs. A Primary
330.62,-2.05,0.38,-5.38,7.6478631679476e-08,3.49566940514176e-06,ENSG00000111224,PARP11,12,3,3,3,trans_gene,B Primary vs. A Primary
254.6,-1.29,0.33,-3.85,0.000118404190673921,0.00124117214914927,ENSG00000111252,SH2B3,12,2,2,2,trans_gene,B Primary vs. A Primary
114.42,-1.69,0.49,-3.47,0.000523358394302005,0.00396546796285448,ENSG00000111291,GPRC5D,12,3,3,3,trans_gene,B Primary vs. A Primary
711.68,-1.93,0.28,-6.93,4.2214079967375e-12,7.52265592127475e-10,ENSG00000111319,SCNN1A,12,3,3,3,trans_gene,B Primary vs. A Primary
410.37,-1.23,0.49,-2.49,0.0126447816886632,0.0440845063429915,ENSG00000111335,OAS2,12,2,2,2,trans_gene,B Primary vs. A Primary
3608.21,-1.39,0.18,-7.94,2.02456250002973e-15,8.9068096485683e-13,ENSG00000111344,RASAL1,12,2,2,2,trans_gene,B Primary vs. A Primary
1213.25,-1.33,0.4,-3.37,0.000765252086919208,0.00532536771114612,ENSG00000111801,BTN3A3,6,3,3,3,trans_gene,B Primary vs. A Primary
247.29,-2.43,0.33,-7.43,1.12672926924586e-13,3.30460305259235e-11,ENSG00000112290,WASF1,6,3,3,3,trans_gene,B Primary vs. A Primary
192.48,-1.49,0.4,-3.71,0.000210625330345186,0.00193045794309866,ENSG00000112299,VNN1,6,3,3,3,trans_gene,B Primary vs. A Primary
1073.82,-1.08,0.26,-4.07,4.68054724801947e-05,0.000603413408036796,ENSG00000112855,HARS2,5,2,2,2,trans_gene,B Primary vs. A Primary
44.91,-1.33,0.63,-2.09,0.0362657394179067,0.096713218322654,ENSG00000113070,HBEGF,5,2,2,2,trans_gene,B Primary vs. A Primary
97.37,-1,0.44,-2.26,0.0237518156831309,0.0701796996598437,ENSG00000113211,PCDHB6,5,2,2,2,trans_gene,B Primary vs. A Primary
42.41,1.69,0.72,2.37,0.0179649842862398,0.0572898318626445,ENSG00000113212,PCDHB7,5,2,2,2,trans_gene,B Primary vs. A Primary
131.48,-1.09,0.55,-1.98,0.0479995680550821,0.118571314104132,ENSG00000113262,GRM6,5,2,2,2,trans_gene,B Primary vs. A Primary
148.62,-3.4,0.57,-5.92,3.22554893384378e-09,2.49501526871718e-07,ENSG00000113319,RASGRF2,5,1,1,1,trans_gene,B Primary vs. A Primary
