,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,g_ID,Gene.name
2621,2.26E+02,3.9095926,0.7830625,4.992695,5.95E-07,1.06E-05,ENSG00000163359,COL6A3
1387,2.82E+02,3.9061876,0.4490012,8.699726,3.33E-18,3.52E-16,ENSG00000125966,MMP24
416,1.61E+02,3.9049695,0.7003887,5.575432,2.47E-08,6.06E-07,ENSG00000087116,ADAMTS2
2031,1.30E+02,3.9022543,0.8157186,4.783824,1.72E-06,2.62E-05,ENSG00000143196,DPT
4320,1.96E+02,3.8985831,0.9114785,4.277208,1.89E-05,2.07E-04,ENSG00000255152,MSH5-SAPCD1
4334,3.34E+01,3.8836575,1.2876212,3.016149,2.56E-03,1.30E-02,ENSG00000257529,RPL36A-HNRNPH2
2133,1.53E+03,3.8831181,0.8897993,4.364038,1.28E-05,1.49E-04,ENSG00000145824,CXCL14
3984,1.45E+02,3.876191,0.5290276,7.327011,2.35E-13,1.39E-11,ENSG00000204301,NOTCH4
1182,6.13E+02,3.8531878,0.9616453,4.00687,6.15E-05,5.64E-04,ENSG00000117479,SLC19A2
4286,5.26E+02,3.8327647,0.6571958,5.831998,5.48E-09,1.55E-07,ENSG00000244734,HBB
2588,2.69E+01,3.8327518,1.2634826,3.033482,2.42E-03,1.24E-02,ENSG00000162706,CADM3
1009,8.71E+02,3.8207079,0.5117933,7.465333,8.31E-14,5.18E-12,ENSG00000112511,PHF1
2111,7.37E+01,3.8173763,0.9115241,4.187905,2.82E-05,2.93E-04,ENSG00000145113,MUC4
2693,9.71E+01,3.8118868,0.9100269,4.188763,2.80E-05,2.92E-04,ENSG00000164330,EBF1
706,3.14E+01,3.8104228,1.2891797,2.955696,3.12E-03,1.52E-02,ENSG00000104313,EYA1
110,4.10E+03,3.8055411,0.805615,4.723771,2.32E-06,3.36E-05,ENSG00000026025,VIM
838,5.78E+01,3.8043975,1.4706316,2.586914,9.68E-03,3.74E-02,ENSG00000106809,OGN
1092,2.00E+01,3.8017097,1.3521577,2.811587,4.93E-03,2.19E-02,ENSG00000115138,POMC
2805,2.06E+01,3.7917031,1.3920592,2.723809,6.45E-03,2.71E-02,ENSG00000166670,MMP10
2427,4.27E+01,3.7832456,1.1251071,3.362565,7.72E-04,4.86E-03,ENSG00000157554,ERG
1472,2.14E+02,3.7793606,1.5198502,2.486666,1.29E-02,4.69E-02,ENSG00000128591,FLNC
2379,2.99E+01,3.778463,1.1090383,3.406973,6.57E-04,4.25E-03,ENSG00000155714,PDZD9
2241,3.21E+01,3.7773858,1.1725969,3.221385,1.28E-03,7.34E-03,ENSG00000149256,TENM4
824,1.89E+01,3.7675663,1.5270964,2.467144,1.36E-02,4.90E-02,ENSG00000106511,MEOX2
2091,8.42E+01,3.7582514,0.9716896,3.867749,1.10E-04,9.23E-04,ENSG00000144476,ACKR3
3989,5.32E+01,3.7430209,1.0043216,3.726915,1.94E-04,1.49E-03,ENSG00000204311,PJVK
548,6.11E+02,3.7376825,1.1517772,3.245144,1.17E-03,6.86E-03,ENSG00000100234,TIMP3
4033,2.48E+03,3.7346832,0.271921,13.734443,6.31E-43,2.85E-40,ENSG00000204574,ABCF1
1164,8.58E+01,3.7269718,0.9587142,3.887469,1.01E-04,8.60E-04,ENSG00000116962,NID1
1106,4.58E+03,3.7229377,0.9830104,3.787282,1.52E-04,1.21E-03,ENSG00000115414,FN1
2179,8.39E+01,3.7085692,0.8449604,4.389045,1.14E-05,1.34E-04,ENSG00000147257,GPC3
1043,8.30E+01,3.7049006,0.9529711,3.887737,1.01E-04,8.60E-04,ENSG00000113721,PDGFRB
3651,3.79E+01,3.6973773,1.2437527,2.972759,2.95E-03,1.46E-02,ENSG00000186407,CD300E
3526,1.76E+02,3.6965484,0.8774894,4.212642,2.52E-05,2.66E-04,ENSG00000183722,LHFPL6
1540,7.07E+01,3.6953097,0.8390548,4.404134,1.06E-05,1.26E-04,ENSG00000130558,OLFM1
2488,6.48E+02,3.6936152,0.375067,9.847881,7.00E-23,1.10E-20,ENSG00000159842,ABR
1507,6.79E+02,3.6878886,0.4517646,8.163297,3.26E-16,2.68E-14,ENSG00000129757,CDKN1C
2268,2.78E+01,3.6722139,1.2497636,2.938327,3.30E-03,1.59E-02,ENSG00000150275,PCDH15
3167,7.30E+01,3.6689426,1.1717841,3.131074,1.74E-03,9.50E-03,ENSG00000173868,PHOSPHO1
2719,2.14E+02,3.6620447,0.6548507,5.592182,2.24E-08,5.57E-07,ENSG00000164932,CTHRC1
1195,6.05E+01,3.6417663,0.8900397,4.09169,4.28E-05,4.12E-04,ENSG00000118520,ARG1
2349,2.97E+01,3.6407461,1.2487326,2.915553,3.55E-03,1.69E-02,ENSG00000154133,ROBO4
3401,3.12E+01,3.6281978,1.1235987,3.229087,1.24E-03,7.19E-03,ENSG00000180071,ANKRD18A
2700,3.85E+01,3.618199,1.094937,3.304482,9.52E-04,5.75E-03,ENSG00000164619,BMPER
3790,1.34E+02,3.6149514,0.8018525,4.50825,6.54E-06,8.34E-05,ENSG00000196565,HBG2
1931,3.34E+01,3.6125061,1.0635476,3.396657,6.82E-04,4.38E-03,ENSG00000140368,PSTPIP1
3994,3.62E+02,3.6013607,0.5636621,6.389219,1.67E-10,6.23E-09,ENSG00000204344,STK19
1352,2.13E+02,3.595814,0.4673574,7.693928,1.43E-14,9.69E-13,ENSG00000125046,SSUH2
4017,2.43E+01,3.5865667,1.1184052,3.206858,1.34E-03,7.65E-03,ENSG00000204444,APOM
4273,2.97E+02,3.5691117,0.497795,7.169842,7.51E-13,4.03E-11,ENSG00000243566,UPK3B
27,1.03E+02,3.5528678,0.8057502,4.409391,1.04E-05,1.24E-04,ENSG00000005243,COPZ2
3511,4.11E+02,3.5435497,0.4812758,7.362826,1.80E-13,1.08E-11,ENSG00000183336,BOLA2
4123,7.12E+03,3.5037931,0.180956,19.362683,1.59E-83,1.90E-80,ENSG00000213719,CLIC1
2145,2.97E+01,3.5037454,1.3854362,2.528984,1.14E-02,4.27E-02,ENSG00000146215,CRIP3
2590,2.84E+02,3.4942344,1.2083076,2.891842,3.83E-03,1.80E-02,ENSG00000162745,OLFML2B
3973,1.13E+03,3.4882292,0.2751012,12.679803,7.65E-37,2.78E-34,ENSG00000204220,PFDN6
3069,4.45E+01,3.4876996,1.0802763,3.228526,1.24E-03,7.20E-03,ENSG00000172014,ANKRD20A4
2667,3.84E+02,3.4868881,0.5362653,6.502169,7.92E-11,3.14E-09,ENSG00000163993,S100P
